Line,New_Trans_Capacity,Cost_Trans_Capacity
1,343.44177113739147,1.5131625301627678e8
2,0.0,0.0
3,0.0,0.0
4,1085.0119439697621,5.82929808931569e8
5,0.0,0.0
6,1355.0694900000008,2.2340257953732303e8
7,333.0434517365786,5.457949770732294e8
8,4.107181727212805,1.9782252683490324e6
9,562.8705314105493,1.6739173453382938e9
10,0.0,0.0
