Resource,Zone,AnnualSum,Capacity,CapacityFactor
CNQ_RS,1,567774.0963662021,163.4,0.3966609214342226
GG_RS,2,0.0,0.0,0.0
SQ_RS,3,0.0,0.0,0.0
NNSW_RS,4,0.0,0.0,0.0
CNSW_RS,5,76109.01226027258,48.0,0.18100507101472776
SNW_RS,6,-0.9223973387737042,0.0,0.0
SNSW_RS,7,3.590564570057533e6,2342.0,0.17501357823863326
VIC_RS,8,907773.4429243765,2292.23,0.045207987573962556
SA_RS,9,0.0,0.0,0.0
TAS_RS,10,5.706538854977555e6,2294.2,0.2839470735502535
CNQ_COAL,1,2.0355063902734236e6,3060.0,0.07593586378493404
GG_COAL,2,1.1093359778233417e6,1850.0,0.0684521768371803
SQ_COAL,3,2.0125547104117156e6,3292.0,0.06978848371906572
CNSW_COAL,5,1.1393832070128308e6,4040.0,0.032194697065103334
SNW_COAL,6,2.094300379473361e6,4200.0,0.056922710901102555
VIC_COAL,8,0.0,0.0,0.0
CNQ_CCGT,1,845077.4739120586,244.0,0.3953689806086067
GG_CCGT,2,650731.7111695172,180.0,0.4126913439684923
SQ_CCGT,3,3.672925289403095e6,1100.0,0.38116700803270054
NNSW_CCGT,4,950426.0079923196,200.07214611765448,0.5422849793895068
CNSW_CCGT,5,356459.07417872484,103.0912144538072,0.39471525629170584
SNW_CCGT,6,1.0281520101236226e7,2570.152905736995,0.45666135530445695
SNSW_CCGT,7,1.9335170553856208e6,570.8918194578036,0.38662513197972925
VIC_CCGT,8,1.1674816992533686e7,3100.2981721340057,0.4298753190235874
SA_CCGT,9,3.440447607211648e6,1079.2619318878956,0.36390161557314604
TAS_CCGT,10,2.0301255676976934e6,616.6143405957296,0.3758418816622355
CNQ_OCGT,1,0.0,120.0,0.0
GG_OCGT,2,0.0,1021.8980639866211,0.0
SQ_OCGT,3,0.0,1600.0,0.0
NNSW_OCGT,4,0.0,16.0,0.0
CNSW_OCGT,5,0.0,12.0,0.0
SNW_OCGT,6,0.0,1270.0,0.0
SNSW_OCGT,7,0.0,692.0,0.0
VIC_OCGT,8,823721.397180773,4214.611449528866,0.022310982659232637
SA_OCGT,9,357313.5987345955,2106.2942553574812,0.01936539659455938
TAS_OCGT,10,337498.4048086434,1036.7772403154293,0.03716055258802035
CNQ_BIO,1,0.0,0.0,0.0
CNQ_SQ2_SOLAR,1,40981.682900737505,24.11284089,0.19401589074795939
CNQ_SQ3_SOLAR,1,1.9863582971627414e6,916.1614677,0.2475035659805449
CNQ_SQ4_SOLAR,1,645440.9459923381,423.0383483,0.17416972617940024
GG_SQ6_SOLAR,2,304378.8894827149,113.8374463,0.3052286369769544
SQ_SQ7_SOLAR,3,757818.467116953,427.9138106,0.20216444361107122
SQ_SQ8_SOLAR,3,3.84855006322454e6,1694.936086,0.2592028116145945
NNSW_SN1_SOLAR,4,1.3190885820124731e6,494.8402631,0.3043020133694302
NNSW_SN2_SOLAR,4,1.6363207581297492e6,710.3859735,0.2629480508632783
CNSW_SN3_SOLAR,5,2.799033080120125e6,1157.61812512563,0.2760187641152825
SNSW_SN5_SOLAR,7,2.810661454784908e6,1389.47513,0.23091580217405774
SNW_SN9_SOLAR,6,0.0,0.0,0.0
VIC_SV2_SOLAR,8,1.221033288638058e6,696.51,0.20012255634043094
VIC_SV6_SOLAR,8,844513.4664906334,400.59,0.24065914491041102
SA_SS3_SOLAR,9,0.0,0.0,0.0
SA_SS7_SOLAR,9,352129.8143418856,175.0,0.2296998136607217
SA_SS5_SOLAR,9,295757.6927168432,175.0,0.1929273925093567
TAS_ST2_SOLAR,10,0.0,0.0,0.0
CNQ_WQ1_WIND,1,5.034343053235034e6,1400.0,0.4104976396962692
CNQ_WQ2_WIND,1,1.7511493576407336e7,6000.0,0.33317149117974454
CNQ_WQ4_WIND,1,0.0,0.0,0.0
CNQ_WQ3_WIND,1,0.0,0.0,0.0
GG_WQ6_WIND,2,613194.4436890854,264.6494278212134,0.264498458561645
SQ_WQ8_WIND,3,1.4599853656957433e7,5413.349417885851,0.3078777725548691
NNSW_WN2_WIND,4,3.155925449968559e6,1298.6195548816168,0.277421867683196
CNSW_WN3_WIND,5,1.9614469999879844e7,6971.801779648485,0.32116443060399663
SNW_WN9_WIND,6,4.223395895261009e6,1600.0,0.30132676193357716
SNSW_WACT_WIND,7,1.0933827060068678e7,3000.0,0.41605125799348175
VIC_WV3_WIND,8,7.006778475254147e6,2360.0,0.33892396463384034
VIC_WV4_WIND,8,1.3745971748524329e7,3885.7822221912556,0.40382470437383405
VIC_WV5_WIND,8,6.7961806919839475e6,2000.0,0.3879098568483996
VIC_WV7_WIND,8,0.0,0.0,0.0
SA_WS1_WIND,9,1.2640934812342576e6,392.2932876,0.36784445051181747
SA_WS3_WIND,9,5.048534031666649e6,1801.322991,0.31994077306571284
SA_WS4_WIND,9,1.7473906881604649e6,566.3837214,0.35218848161155597
TAS_WT1_WIND,10,642685.4754484543,168.0,0.43670191580265794
TAS_WT2_WIND,10,1.6578734051178063e6,393.6,0.4808306781558039
TAS_WT3_WIND,10,4.559135720188451e6,928.667408159783,0.5604259162683892
CNQ_BATTERY,1,97119.31197448686,52.0,0.0
GG_BATTERY,2,0.0,0.0,0.0
SQ_BATTERY,3,358631.539631902,200.0,0.0
NNSW_BATTERY,4,0.0,0.0,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,75938.20187232552,50.0,0.0
SNSW_BATTERY,7,519113.4323453418,310.32,0.0
VIC_BATTERY,8,916087.2000003953,580.4,0.0
SA_BATTERY,9,745233.3680846706,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,0.0,0.0,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,1.218384393807597e6,570.0,0.0
NNSW_PH,4,0.0,0.0,0.0
CNSW_PH,5,0.0,0.0,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,930391.0053159929,371.60636955186254,0.0
VIC_PH,8,0.0,0.0,0.0
SA_PH,9,0.0,0.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,0.0,0.0,0.0
SNSW_PH_SNOWY,7,0.0,0.0,0.0
TAS_PH_NEW,10,0.0,0.0,0.0
