Zone,1,2,3,4,5,6,7,8,9,10,Total
CO2_Price_1,618.1096532068868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_2,0.0,618.1096659577615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_3,0.0,0.0,641.5223558057087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_4,0.0,0.0,0.0,603.6910014705898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_5,0.0,0.0,0.0,0.0,604.5603914387776,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_6,0.0,0.0,0.0,0.0,0.0,604.560432056995,0.0,0.0,0.0,0.0,0.0
CO2_Price_7,0.0,0.0,0.0,0.0,0.0,0.0,394.14980984981753,0.0,0.0,0.0,0.0
CO2_Price_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.70918133560565,0.0,0.0,0.0
CO2_Price_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.40089421958174,0.0,0.0
CO2_Price_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
AnnualSum,2.1205537962373295e6,1.2333827157972504e6,3.255887418321785e6,388307.95067735657,1.1393600900929177e6,6.027203434562814e6,789961.5951824444,5.250659810782152e6,1.6141858103350352e6,1.0264164811403125e6,2.2845919103129398e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.9454134159824,0.0,440.9454134159824
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.38776955464084,0.0,372.38776955464084
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.33358302247655,0.0,268.33358302247655
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.7723685760168,0.0,224.7723685760168
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.4689668372321,0.0,232.4689668372321
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.06226151951955,0.0,238.06226151951955
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0799827956177,0.0,292.0799827956177
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.4624075295494,0.0,364.4624075295494
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.24132361807074,0.0,190.24132361807074
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
