BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,4.5651518470185645e7,4.0301767302575638e6,-5.56225853654152e6,0.0,0.0,0.0,0.0,-2.188253688331384e7,-208023.54233960525,-2.2028876238248274e7,2.2892650125989895e6,16422.82606540678,-19403.301904878437,0.0,0.0,0.0,0.0,1.2527604255484534e7,0.0,-1.4813888792244086e7,2.844913301988239e7,6.943858768526802e6,-9.245416841049304e6,0.0,0.0,0.0,0.0,6.944468733824129e6,-358978.03473897354,-3.2733065646445088e7,3.194708004927122e7,5.962334408518109e6,-8.26220029762284e6,0.0,0.0,0.0,0.0,-2.5407304766505342e7,-150954.49239936713,-4.0889549012618405e6,2.5527537091919295e7,3.542778110579399e6,-4.9096947191503635e6,0.0,0.0,0.0,0.0,-1.4269784232372873e7,0.0,-9.890836250975525e6,1.3382403852018632e7,103663.57353602955,-122476.92021268644,0.0,0.0,0.0,0.0,4.387379740669392e7,0.0,-5.723738791203572e7,1.5651861130540695e7,8.000521495307258e6,-1.1091837481685396e7,0.0,0.0,0.0,0.0,-5.297065484913317e6,-169842.52405901795,-7.093637135190192e6,4.5891514720924415e7,1.2313321499892257e6,-1.4547974819992953e6,0.0,0.0,0.0,0.0,1.3658720279800141e7,-571325.9411939601,-5.875544372752033e7,2.0626265613393314e7,3.56750938361505e6,-4.714418438226737e6,0.0,0.0,0.0,0.0,-2.332297637796721e6,-97576.76836070075,-1.7049482152624205e7,2.3096247686679244e7,7.391386113704381e6,-1.0266115052470794e7,0.0,0.0,0.0,0.0,-7.815601670900554e6,-303906.64877424017,-1.2102010428238086e7
t1,3963.66747299229,1515.4010201745175,-0.0,0.0,0.0,0.0,0.0,-2955.8237274416124,-35.06495672519519,-2488.179809,1083.456392238067,0.0,-0.0,0.0,0.0,0.0,0.0,618.1599457619329,-0.0,-1701.616338,2211.1423714014186,1310.9479755054526,-0.0,0.0,0.0,0.0,0.0,1147.1627355108565,-52.92247241772753,-4616.33061,825.3589954321026,165.81259611317964,-0.0,0.0,0.0,0.0,0.0,-174.5021088527503,-17.857515692532342,-798.811967,1212.482894176,1329.2223955178213,-0.0,0.0,0.0,0.0,0.0,-1080.657048693821,-0.0,-1461.048241,2960.238577284607,0.0,-0.0,0.0,0.0,0.0,0.0,5145.660203715394,-0.0,-8105.898781000001,2708.4507648487756,2748.6748362291873,-0.0,0.0,0.0,0.0,0.0,-4138.842656234447,-21.582639843516695,-1296.700305,5603.4113711532145,79.11697578730676,-0.0,0.0,0.0,0.0,0.0,3407.726129783055,-85.99735672357686,-9004.25712,1689.2088449279013,234.90075389948007,-0.0,0.0,0.0,0.0,0.0,1162.7154925610344,-17.440732388415515,-3069.384359,4278.1832724352,456.9286101660874,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1556.538932
t2,4075.4215326905073,1515.4010201745175,-0.0,0.0,0.0,0.0,0.0,-3093.734302668408,-37.1401531966169,-2459.948097,1082.3636109927097,-5.655332460523854e-5,-0.0,0.0,0.0,0.0,0.0,617.7240895606149,-0.0,-1700.087644,2011.7743714014184,71.94174868740502,-0.0,0.0,0.0,0.0,0.0,2476.0102131077933,-37.1401531966169,-4522.58618,722.5877954321026,1071.9900615894703,-0.0,0.0,0.0,0.0,0.0,-1041.7423440215723,-0.0,-752.835513,1119.194894176,1329.2223955178213,-0.0,0.0,0.0,0.0,0.0,-1050.2763276938208,-0.0,-1398.140962,2910.721777284607,0.0,-0.0,0.0,0.0,0.0,0.0,4792.018671715393,-0.0,-7702.740449,1656.8906748407758,2748.6748362291873,-0.0,0.0,0.0,0.0,0.0,-3173.398204009816,-7.100973060147232,-1225.066334,6499.344174377988,0.0,-0.0,0.0,0.0,0.0,0.0,2470.5628736212775,-71.0914719992646,-8898.815576,1578.137679879752,149.7614430695398,-0.0,0.0,0.0,0.0,0.0,1134.4342964981813,-17.01651444747272,-2845.316905,4186.8072724352,508.48524316608757,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1516.719565
t3,3866.259354575789,1515.4010201745175,-0.0,0.0,0.0,0.0,0.0,-2915.423510334524,-34.513638415781756,-2431.723226,1084.04506566095,-2.8276690579469157e-5,-0.0,0.0,0.0,0.0,0.0,614.5142826157404,-0.0,-1698.55932,1933.0223714014185,229.78882029557934,-0.0,0.0,0.0,0.0,0.0,2300.9092277187838,-34.513638415781756,-4429.206781,561.9559954321026,505.1039927716641,-0.0,0.0,0.0,0.0,0.0,-373.71154220376656,-0.0,-693.348446,1289.9454019938055,1329.2223955178213,-0.0,0.0,0.0,0.0,0.0,-1302.4191795116265,-0.0,-1316.748618,2804.961777284607,0.0,-0.0,0.0,0.0,0.0,0.0,4376.1307217153935,-0.0,-7181.092499,2403.409219844776,2748.6748362291873,-0.0,0.0,0.0,0.0,0.0,-4000.206083816712,-19.503091257250688,-1132.374881,5530.424303466407,0.0,-0.0,0.0,0.0,0.0,0.0,3473.511149784613,-80.85148425102149,-8923.083969,1517.3583224609026,234.90075389947995,-0.0,0.0,0.0,0.0,0.0,958.2939001417427,-14.37440850212614,-2696.178568,4049.3994724351996,660.7482571660879,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1531.574779
t4,4010.0098616123,882.6855634699235,-0.0,0.0,0.0,0.0,0.0,-2466.9639332667953,-27.823686815428182,-2397.907805,1084.676800095084,0.0,-0.0,0.0,0.0,0.0,0.0,612.051478904916,-0.0,-1696.728279,1907.0223714014185,583.3429870521302,-0.0,0.0,0.0,0.0,0.0,1854.9124543618789,-27.823686815428182,-4317.454126,512.3685954321024,0.0,-0.0,0.0,0.0,0.0,0.0,143.93652956789737,-0.0,-656.305125,2350.0591612340495,449.17374204924107,-0.0,0.0,0.0,0.0,0.0,-1533.1662372832905,-0.0,-1266.066666,2766.982577284607,0.0,-0.0,0.0,0.0,0.0,0.0,4089.2297077153935,-0.0,-6856.212285,2610.7740900080003,2748.6748362291873,-0.0,0.0,0.0,0.0,0.0,-4261.3909155046185,-23.420863732569277,-1074.637147,5401.230851344853,0.0,-0.0,0.0,0.0,0.0,0.0,3619.1478099542614,-86.50247929911393,-8933.876182,1503.3922034148995,0.0,-0.0,0.0,0.0,0.0,0.0,1073.8420716600003,-16.107631074900002,-2561.126644,3881.3632724352,828.1318351660874,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1530.922157
t5,3983.5894200281114,250.0,-0.0,0.0,0.0,0.0,0.0,-1844.162386408226,-18.489221619885285,-2370.937812,1083.7202922507931,0.0,-0.0,0.0,0.0,0.0,0.0,611.5476117492069,-0.0,-1695.267904,2024.3343714014186,989.8933935594484,-0.0,0.0,0.0,0.0,0.0,1232.614774659019,-18.489221619885285,-4228.353318,495.03039543210247,0.0,-0.0,0.0,0.0,0.0,0.0,162.06736556789747,-0.0,-657.097761,2133.024827610118,655.9001426731736,-0.0,0.0,0.0,0.0,0.0,-1521.7705412832902,-0.0,-1267.154429,2803.390577284607,0.0,-0.0,0.0,0.0,0.0,0.0,4059.703175715393,-0.0,-6863.093753,2009.804674840776,2608.3987263458584,-0.0,0.0,0.0,0.0,0.0,-3529.910481957275,-12.448657229359121,-1075.844262,5970.264270734745,0.0,-0.0,0.0,0.0,0.0,0.0,2990.108553406168,-73.99365514091502,-8886.379169,1488.8301217591618,0.0,-0.0,0.0,0.0,0.0,0.0,971.4008946607498,-14.571013419911248,-2445.660003,3539.3814724352,1193.7184751660875,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1554.526997
t6,4359.053552479998,86.7067996551938,-0.0,0.0,0.0,0.0,0.0,-1930.9578708427923,-19.8422732924019,-2494.960208,1087.3894708680982,6.454361782569481,-0.0,0.0,0.0,0.0,0.0,608.1396513493324,-0.0,-1701.983484,2140.166371401419,1199.1294033975232,-0.0,0.0,0.0,0.0,0.0,1322.81821949346,-19.8422732924019,-4642.271721,571.3761954321025,0.0,-0.0,0.0,0.0,0.0,0.0,151.2365435678975,-0.0,-722.612739,2153.520827610118,1253.0896846678531,-0.0,0.0,0.0,0.0,0.0,-2049.8121922779696,-0.0,-1356.79832,2796.9425772846066,41.99879600532003,-0.0,0.0,0.0,0.0,0.0,4598.5756487100725,-0.0,-7437.517022,2509.837219844776,2471.619853727382,-0.0,0.0,0.0,0.0,0.0,-3787.253913864195,-16.308808707962925,-1177.894351,5802.79938241436,0.0,-0.0,0.0,0.0,0.0,0.0,3202.3738738767047,-78.5299782910646,-8926.643278,1514.6012609943232,0.0,-0.0,0.0,0.0,0.0,0.0,1016.4790060971336,-15.247185091457004,-2515.833082,3477.9587724352,1339.9318761660877,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1639.317698
t7,4523.64747751495,832.7705295071635,-0.0,0.0,0.0,0.0,0.0,-2711.427819000055,-31.653761022054645,-2613.336427,1100.4896094937437,7.683883309843943,-0.0,0.0,0.0,0.0,0.0,601.1770841964121,-0.0,-1709.350577,2306.5043027566335,935.6320180426195,-0.0,0.0,0.0,0.0,0.0,1828.2811628028146,-35.88330460206708,-5034.534179,611.287858650319,1357.2848966592935,-0.0,0.0,0.0,0.0,0.0,-1114.073609729599,-4.229543580012427,-850.269602,1911.4559354671412,1329.2223955178213,-0.0,0.0,0.0,0.0,0.0,-1696.4447959849629,-0.0,-1544.233535,2782.707977284607,50.0,-0.0,0.0,0.0,0.0,0.0,5792.487977715391,-0.0,-8625.195955,4278.703674840775,2040.0,-0.0,0.0,0.0,0.0,0.0,-4901.755400828351,-33.02633101242526,-1383.921943,5733.000255206624,0.0,-0.0,0.0,0.0,0.0,0.0,4048.7455633512477,-99.2694475578711,-9682.476371,1563.8153594670548,0.0,-0.0,0.0,0.0,0.0,0.0,1284.6088035867465,-19.269132053801197,-2829.155031,3497.2792724352003,1509.2688121660874,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1827.975134
t8,6363.349701525497,0.0,-0.0,0.0,0.0,0.0,0.0,-4252.012758724971,-39.892071800527376,-2071.444871,92.49017464352102,0.0,-0.0,0.0,0.0,0.0,0.0,1592.5413053564791,-0.0,-1685.03148,1827.6180296012465,0.0,-0.0,0.0,0.0,0.0,0.0,1446.4595950737028,-58.087249674949206,-3215.990375,2976.8934235177685,0.0,-0.0,0.0,0.0,0.0,0.0,-2402.2434026433466,-18.195177874421834,-556.454843,2034.3590097324102,0.0,-0.0,0.0,0.0,0.0,0.0,-592.9617397324093,-0.0,-1441.39727,2985.0189083190617,0.0,-0.0,0.0,0.0,0.0,0.0,4664.189865680939,-0.0,-7649.208774,1787.8682510922838,2040.0,-0.0,0.0,0.0,0.0,0.0,-2700.785190214227,-33.672184878057486,-1093.410876,6789.007794169739,0.0,-0.0,0.0,0.0,0.0,0.0,3954.6645562262706,-101.97237039601022,-10641.69998,1810.4151769391024,0.0,-0.0,0.0,0.0,0.0,0.0,1421.7467350872055,-21.32620102630808,-3210.835711,3045.3316724352,2069.3512451660877,-0.0,0.0,0.0,0.0,0.0,-3131.5989661096432,-46.97398449164465,-1936.109967
