Resource,CNQ_COAL,GG_COAL,SQ_COAL,CNSW_COAL,SNW_COAL,VIC_COAL,CNQ_CCGT,GG_CCGT,SQ_CCGT,NNSW_CCGT,CNSW_CCGT,SNW_CCGT,SNSW_CCGT,VIC_CCGT,SA_CCGT,TAS_CCGT,CNQ_OCGT,GG_OCGT,SQ_OCGT,NNSW_OCGT,CNSW_OCGT,SNW_OCGT,SNSW_OCGT,VIC_OCGT,SA_OCGT,TAS_OCGT,CNQ_BIO
t1,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,0.0,18409.222965091474,4084.4701962739737,22313.93099523121,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,0.0,18409.222965091474,4084.4701962739737,27202.55788602132,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,819.5765101971016,18409.222965091474,4084.4701962739737,21996.821675434905,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,9129.183656346982,18409.222965091474,0.0,22006.68355535537,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,9448.500087442708,18409.222965091474,4084.4701962739737,24524.278377929728,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,9448.500087442708,18409.222965091474,4084.4701962739737,27202.55788602132,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,8299.464873381692,13978.690659790922,3179.9398048271896,9448.500087442708,18409.222965091474,4084.4701962739737,22127.607644407748,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,6006.230448829187,0.0,0.0,0.0,0.0,16753.928794056774,0.0,27202.55788602132,10938.242496367197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14264.86627776375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
