Resource,Zone,AnnualSum,Capacity,CapacityFactor
CNQ_RS,1,558667.6371585239,163.4,0.39029892548647727
GG_RS,2,0.0,0.0,0.0
SQ_RS,3,0.0,0.0,0.0
NNSW_RS,4,0.0,32.97,0.0
CNSW_RS,5,67457.59270643527,48.0,0.16042996743349675
SNW_RS,6,0.0,0.0,0.0
SNSW_RS,7,3.275889975044258e6,2342.0,0.15967550931395363
VIC_RS,8,897933.2387465067,2292.23,0.044717935973901966
SA_RS,9,0.0,0.0,0.0
TAS_RS,10,6.899230646649001e6,2294.2,0.34329326438485286
CNQ_COAL,1,0.0,0.0,0.0
GG_COAL,2,0.0,0.0,0.0
SQ_COAL,3,0.0,0.0,0.0
CNSW_COAL,5,0.0,0.0,0.0
SNW_COAL,6,0.0,0.0,0.0
VIC_COAL,8,0.0,0.0,0.0
CNQ_CCGT,1,2.5395067320498796e6,780.0299284193749,0.371649879332531
GG_CCGT,2,1.8132950773791522e6,1077.8525809586615,0.19204588698749087
SQ_CCGT,3,4.287552895150239e6,1815.4143714014185,0.26960603884100887
NNSW_CCGT,4,781866.7412004162,412.9791954321025,0.21612273738771634
CNSW_CCGT,5,1.3777288220082207e6,1227.077933434118,0.12817032675435297
SNW_CCGT,6,6.91897418063847e6,2390.8081772846067,0.33036411818274247
SNSW_CCGT,7,1.2218234173606818e6,530.4506748407758,0.2629416186553221
VIC_CCGT,8,6.983173459317207e6,3532.7997254573143,0.22564707369880846
SA_CCGT,9,2.1884829234601343e6,1420.5509735541814,0.17586614095341882
TAS_CCGT,10,1.5336719390280745e6,728.3505139521437,0.24037424566162774
CNQ_OCGT,1,240725.68407438401,2633.5367941322584,0.010434675142174547
GG_OCGT,2,0.0,7663.673599505688,0.0
SQ_OCGT,3,0.0,1600.0,0.0
NNSW_OCGT,4,0.0,16.0,0.0
CNSW_OCGT,5,0.0,2583.1349297727247,0.0
SNW_OCGT,6,61645.70768188486,1270.0,0.005541087592302716
SNSW_OCGT,7,17230.985564702674,692.0,0.0028424963649640775
VIC_OCGT,8,164284.23755430983,2400.0,0.007814128498587964
SA_OCGT,9,26879.690551145643,2000.0,0.0015342289127366563
TAS_OCGT,10,209431.67871200634,2333.391763295798,0.01024591166234258
CNQ_BIO,1,0.0,0.0,0.0
CNQ_SQ2_SOLAR,1,8.61663562993834e6,5210.56913117341,0.18877673044314244
CNQ_SQ3_SOLAR,1,2.4860462753288923e6,1028.499478339448,0.27593133772697226
CNQ_SQ4_SOLAR,1,393241.3257484406,423.0383483,0.10611464062406196
GG_SQ6_SOLAR,2,218869.09841452245,174.9018349623922,0.1428518854705433
SQ_SQ7_SOLAR,3,868179.5034687005,807.6461555153252,0.12271122517903128
SQ_SQ8_SOLAR,3,5.915400581268146e6,2870.1825804050964,0.23527215431091406
NNSW_SN1_SOLAR,4,1.2262477866566204e7,6000.0,0.233304373412604
NNSW_SN2_SOLAR,4,724171.0561656886,710.3859735,0.11637044067571145
CNSW_SN3_SOLAR,5,5.954768236994906e6,4024.1045502939814,0.1689240562932808
SNSW_SN5_SOLAR,7,2.204809654324219e6,1705.996337043719,0.14753290751189707
SNW_SN9_SOLAR,6,2.240553810768162e6,1000.0,0.25577098296440753
VIC_SV2_SOLAR,8,7.222979514557555e6,4700.0,0.17543426393077113
VIC_SV6_SOLAR,8,2.757135074936693e6,1411.674131828977,0.2229561623423718
SA_SS3_SOLAR,9,0.0,0.0,0.0
SA_SS7_SOLAR,9,793454.3051749684,700.0,0.12939567925228074
SA_SS5_SOLAR,9,4.626338384152121e6,3000.0,0.17604027336956696
TAS_ST2_SOLAR,10,0.0,0.0,0.0
CNQ_WQ1_WIND,1,5.21308543945887e6,1400.0,0.4250721982598648
CNQ_WQ2_WIND,1,1.4027609565189458e7,6000.0,0.26688754880498017
CNQ_WQ4_WIND,1,5.350126428100014e6,2776.9330144996025,0.21993509488700522
CNQ_WQ3_WIND,1,6.225873753138959e6,2954.733407341773,0.24053479075277703
GG_WQ6_WIND,2,257100.8368053088,172.93578815596155,0.1697127639522786
SQ_WQ8_WIND,3,1.737800003999531e7,8000.0,0.24797374486295207
NNSW_WN2_WIND,4,1.8178564385338936e7,7400.0,0.28042953821639094
CNSW_WN3_WIND,5,1.81275824402098e7,8000.0,0.25866984075642385
SNW_WN9_WIND,6,4.1612301529301456e6,1600.0,0.2968914207284699
SNSW_WACT_WIND,7,8.932107098246835e6,3000.0,0.33988230967454436
VIC_WV3_WIND,8,1.1402246609441359e7,4300.0,0.3027037965764469
VIC_WV4_WIND,8,1.0155502240473742e7,3400.0,0.34097173786173646
VIC_WV5_WIND,8,6.308260345897103e6,2000.0,0.360060522026098
VIC_WV7_WIND,8,0.0,0.0,0.0
SA_WS1_WIND,9,2.6769808149590227e6,1100.0,0.2778103793025197
SA_WS3_WIND,9,8.464429534354154e6,3827.994595474422,0.2524191336128154
SA_WS4_WIND,9,1.8496999607417348e6,800.0,0.2639412044437463
TAS_WT1_WIND,10,1.7759581170577335e6,600.0,0.33789157478268106
TAS_WT2_WIND,10,2.789201338257815e6,800.0,0.3980024740664776
TAS_WT3_WIND,10,9.888753966974637e6,2300.0,0.49080573590305976
CNQ_BATTERY,1,112410.36624703654,52.0,0.0
GG_BATTERY,2,16422.826065406785,7.683883309843943,0.0
SQ_BATTERY,3,1.8453254433643164e6,904.1026119496782,0.0
NNSW_BATTERY,4,0.0,0.0,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,103663.57353602955,50.0,0.0
SNSW_BATTERY,7,654790.2435106523,310.32,0.0
VIC_BATTERY,8,1.2313321499892261e6,580.4,0.0
SA_BATTERY,9,1.124186939529952e6,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,3.282534982543171e6,1265.4010201745175,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,5.0985333251624815e6,2000.0,0.0
NNSW_PH,4,5.962334408518109e6,2250.0,0.0
CNSW_PH,5,3.542778110579399e6,1329.2223955178213,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,1.5693005920352254e6,566.4224272170555,0.0
VIC_PH,8,0.0,0.0,0.0
SA_PH,9,2.4433224440851086e6,900.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,635231.3814673806,250.0,0.0
SNSW_PH_SNOWY,7,5.77643065976131e6,2040.0,0.0
TAS_PH_NEW,10,7.3913861137043815e6,2750.0,0.0
