Line,1,2,3,4,5,6,7,8,9,10
t1,981.2837477019788,6014.217026151014,3906.27745622091,8344.980803798286,309.370688872186,8595.211387000001,3905.616576048908,2026.7615692814393,-3131.5989661096432,0.0
t2,913.4325660413383,4482.717763199243,2571.1725111360133,7201.16089785773,-966.7294940683728,8655.802427999999,2520.417913288023,1217.8254423657038,-3131.5989661096432,0.0
t3,761.8009838597054,2950.7224934704914,454.61285760576635,5032.750180273071,-396.2435388885964,5808.824438783187,2245.73190501223,1140.6451161079176,-3131.5989661096432,0.0
t4,836.9983100413385,2395.082350384553,331.10333451251574,5990.697617068135,-1451.4574509463457,6966.445189446479,2609.1402990440047,1711.7754472619038,-3131.5989661096432,0.0
t5,858.9789480413385,2224.304117815997,2856.3999842562516,3808.735025105147,-3223.1264901782447,6398.971582715392,581.2249776332666,0.0,-3131.5989661096432,0.0
t6,823.7383720413385,2397.3093749588547,0.0,3946.7893373965544,-3517.558092454839,6544.0224697153935,1102.9660977552646,0.0,-3131.5989661096432,0.0
t7,745.521225222719,2758.337479265331,1021.0640669978732,6436.034770877139,-729.9839906764755,6014.365721553615,2364.32096593574,753.5929673390579,-3131.5989661096432,0.0
t8,863.6127072761051,5511.048885948672,4512.380719749039,8169.58805134156,-1438.4272196584416,8898.905733000001,3750.8515233887374,2418.617717316777,-3131.5989661096432,0.0
t9,2088.461929115457,4246.360689856705,2891.145407781257,8344.980803798286,-506.33750282587056,9371.464847705747,1610.3801228810794,-121.13806502463052,-3131.5989661096432,0.0
t10,2088.461929115457,5558.866274353258,4512.380719749039,8344.980803798286,-1016.38761182587,9371.464847705747,0.0,-2418.617717316777,-2297.9987691691554,0.0
t11,2088.461929115457,6605.242529385552,4512.380719749039,6082.605045399211,-2690.918913360945,9371.464847705747,0.0,-2418.617717316777,-2882.6416735574385,0.0
t12,2088.461929115457,6307.079538897267,4190.195623180577,5013.2098516013175,-3517.558092454839,9371.464847705747,-1689.6594040907783,-2418.617717316777,-2993.611269990856,0.0
t13,2088.461929115457,4884.205023077866,4420.4244885684575,7903.441590612432,-697.3020994437173,9371.464847705747,808.2492505805197,0.0,-3131.5989661096432,0.0
t14,2088.461929115457,3231.7245732606893,2229.549855052819,4987.560642379014,-2960.975826381146,9371.464847705747,-518.2597078050708,-2418.6177173167766,-3077.3770625095476,0.0
t15,2067.153792754136,1761.0655161367963,2144.297791502609,5042.496926412274,-2608.1989456438823,9371.464847705747,0.0,-2342.6535409358485,-3131.5989661096432,0.0
t16,1917.0479798638169,3369.2542905943756,2933.9751273228317,6033.506667586824,-3517.558092454839,8896.908246123256,-661.445801709571,-2418.617717316776,-3131.5989661096432,0.0
t17,818.8795489916314,6605.242529385552,4512.380719749039,6365.245501818908,-3517.558092454839,9371.464847705747,521.5679875446508,-2002.495591562409,-3131.5989661096432,0.0
t18,806.8597490413388,6530.974788201466,4512.380719749039,7086.008349817711,-1264.1384251056254,9371.464847705747,2396.084485049357,-1423.234499459838,-3131.5989661096432,0.0
t19,850.3875390413384,6605.242529385552,4512.380719749039,6932.218123818908,-3517.558092454839,9371.464847705747,769.4041556614184,-79.46719349273909,-3131.5989661096432,0.0
t20,929.3493240413386,5986.30513133001,4512.380719749039,6945.360584341557,-3517.558092454839,9269.02896,0.0,-1434.8908200937244,-3131.5989661096432,0.0
t21,980.3841750413385,5926.865809781636,4512.380719749039,6866.807635341558,-3517.558092454839,9216.886037,47.327427933348226,-866.940529264216,-3131.5989661096432,0.0
t22,995.0393220413384,5580.071050907468,4512.380719749039,4742.879488762752,-3517.558092454839,8938.591666999999,-500.5321021926736,-1164.0787417363103,-3131.5989661096432,0.0
t23,904.6862870413388,6605.242529385552,3526.281053050431,4710.706638762749,-3517.558092454839,8953.159928999998,-856.7876800780092,-1265.2326019704435,-3131.5989661096432,0.0
t24,1000.0952290413385,4813.086879392352,4088.37396756547,5104.334704860015,-3517.558092454839,8921.494977,-1540.7126295723444,-1408.6824197044334,-3131.5989661096432,0.0
