Line,1,2,3,4,5,6,7,8,9,10,Total
AnnualSum,0.0,1.2259125649431408e6,752775.2392115988,0.0,0.0,0.0,676055.2235666991,264249.7568526947,498927.08428301616,0.0,3.4179198688571495e6
t1,0.0,180.4265107845304,117.1883236866273,0.0,0.0,0.0,117.16849728146724,60.80284707844318,93.94796898328929,0.0,569.5341478143573
t2,0.0,134.48153289597727,77.1351753340804,0.0,0.0,0.0,75.6125373986407,36.53476327097111,93.94796898328929,0.0,417.71197788295876
t3,0.0,88.52167480411474,13.63838572817299,0.0,0.0,0.0,67.37195715036691,34.219353483237526,93.94796898328929,0.0,297.69934014918147
t4,0.0,71.8524705115366,9.933100035375471,0.0,0.0,0.0,78.27420897132014,51.353263417857114,93.94796898328929,0.0,305.3610119193786
t5,0.0,66.72912353447991,85.69199952768756,0.0,0.0,0.0,17.436749328997994,0.0,93.94796898328929,0.0,263.80584137445476
t6,0.0,71.91928124876563,0.0,0.0,0.0,0.0,33.08898293265794,0.0,93.94796898328929,0.0,198.95623316471284
t7,0.0,82.7501243779599,30.631922009936197,0.0,0.0,0.0,70.9296289780722,22.607789020171737,93.94796898328929,0.0,300.86743336942936
t8,0.0,165.33146657846015,135.37142159247114,0.0,0.0,0.0,112.52554570166212,72.55853151950329,93.94796898328929,0.0,579.7349343753859
t9,0.0,127.39082069570115,86.73436223343771,0.0,0.0,0.0,48.31140368643238,3.6341419507389157,93.94796898328929,0.0,360.01869754959944
t10,0.0,166.7659882305977,135.37142159247114,0.0,0.0,0.0,0.0,72.55853151950329,93.9479689832893,0.0,468.64391032586144
t11,0.0,198.15727588156653,135.37142159247114,0.0,0.0,0.0,0.0,72.55853151950329,86.47925020672315,0.0,492.5664792002641
t12,0.0,189.212386166918,125.70586869541734,0.0,0.0,0.0,50.689782122723344,72.55853151950329,89.80833809972567,0.0,527.9749066042876
t13,0.0,146.52615069233596,132.61273465705372,0.0,0.0,0.0,24.247477517415593,0.0,93.94796898328929,0.0,397.33433185009454
t14,0.0,96.95173719782068,66.88649565158457,0.0,0.0,0.0,15.547791234152124,72.55853151950329,93.94796898328929,0.0,345.89252458634996
t15,0.0,52.83196548410388,64.32893374507827,0.0,0.0,0.0,0.0,70.27960622807545,93.94796898328929,0.0,281.3884744405469
t16,0.0,101.07762871783126,88.01925381968495,0.0,0.0,0.0,19.84337405128713,72.55853151950328,93.94796898328929,0.0,375.4467570915959
t17,0.0,198.15727588156653,135.37142159247114,0.0,0.0,0.0,15.647039626339524,60.07486774687227,93.94796898328929,0.0,503.19857383053875
t18,0.0,195.92924364604397,135.37142159247114,0.0,0.0,0.0,71.88253455148072,42.697034983795135,93.94796898328929,0.0,539.8282037570802
t19,0.0,198.15727588156653,135.37142159247114,0.0,0.0,0.0,23.082124669842553,2.3840158047821727,93.94796898328929,0.0,452.9428069319517
t20,0.0,179.5891539399003,135.37142159247114,0.0,0.0,0.0,0.0,43.046724602811736,93.94796898328929,0.0,451.9552691184725
t21,0.0,177.80597429344908,135.37142159247114,0.0,0.0,0.0,1.4198228380004467,26.008215877926478,93.94796898328929,0.0,434.55340358513644
t22,0.0,167.40213152722401,135.37142159247114,0.0,0.0,0.0,15.015963065780207,34.92236225208931,93.94796898328929,0.0,446.659847420854
t23,0.0,198.15727588156653,105.78843159151292,0.0,0.0,0.0,25.703630402340274,37.9569780591133,93.94796898328929,0.0,461.55428491782226
t24,0.0,144.39260638177058,122.6512190269641,0.0,0.0,0.0,46.22137888717033,42.260472591133,93.94796898328929,0.0,449.4736458703273
t25,0.0,183.2172501102687,93.8434518893513,0.0,0.0,0.0,64.16653757360582,58.045455399014784,93.94796898328929,0.0,493.22066395552986
t26,0.0,154.14891207544736,135.37142159247114,0.0,0.0,0.0,106.58760822192188,72.55853151950329,93.94796898328929,0.0,562.614442392633
t27,0.0,145.20905763706787,64.99689049351001,0.0,0.0,0.0,91.2171969580154,38.562893176564316,93.94796898328929,0.0,433.9340072484469
t28,0.0,79.52877004640911,0.0,0.0,0.0,0.0,85.33045095364193,47.38648555592782,93.94796898328929,0.0,306.19367553926816
t29,0.0,76.78173380554463,0.0,0.0,0.0,0.0,86.65578325513215,35.64661163311012,93.94796898328929,0.0,293.0320976770762
t30,0.0,70.64158160305938,44.01216075020635,0.0,0.0,0.0,48.15462568751379,0.0,93.94796898328929,0.0,256.7563370240688
t31,0.0,77.3404809436061,59.204359042677616,0.0,0.0,0.0,42.331504586547474,0.0,93.94796898328929,0.0,272.8243135561205
t32,0.0,8.52484496040839,20.605632824241546,0.0,0.0,0.0,67.62998938711186,48.559097674876845,93.94796898328929,0.0,239.26753382992794
