Line,1,2,3,4,5,6,7,8,9,10
t1,786.4720624476871,424.78816086216256,0.0,2191.2657572737667,-2700.0,4632.203821356851,-1018.4645577888332,-2740.9864626928465,0.0,0.0
t2,668.7301726317079,0.0,-314.6220862759534,2136.674279001393,-2700.0,4162.359680356851,-1113.9041862152287,-2740.986462692847,0.0,0.0
t3,885.777885662011,-1003.6035279861894,-260.2335465607153,2740.618374866657,-2700.0,4562.159503214328,-1073.1459768765212,-2178.5954730874723,0.0,0.0
t4,926.761313895041,-1401.8478437307035,0.0,3572.404739655508,-2700.0,5343.648167707178,-500.843674178286,-2740.986462692847,0.0,0.0
t5,892.5567720431826,-1664.8989305601342,0.0,3241.2446355609377,-2700.0,4951.850894476607,-452.017055459075,-2740.986462692847,0.0,0.0
t6,965.8231554726943,-1892.9676462002901,0.0,3451.4946730215397,-2700.0,5258.300623073209,-1285.588477615578,-2740.986462692847,0.0,0.0
t7,1008.688833683913,-1996.1655038600702,0.0,3229.1374114619716,-2700.0,4861.155350945642,-865.5344525544208,-2740.986462692847,0.0,0.0
t8,1031.4468348343505,-1671.1545762804,570.9237947526952,3751.339802808178,-2700.0,5866.316361622946,-1418.5147448425002,-2740.986462692847,0.0,0.0
t9,1156.7350311586545,-565.6071148779057,362.07972760136244,3751.339802808178,-1974.0088165992083,5797.671933999999,0.0,-2044.475271032526,0.0,0.0
t10,1156.7350311586545,-627.1368262059655,121.93161136560275,3751.339802808178,-1135.5576799006997,5000.357523982094,0.0,-2310.77848053663,0.0,0.0
t11,1048.0294713600792,-629.2831253958926,0.0,3751.339802808178,-972.3424973869885,4766.52157943015,0.0,-1389.5994785133553,0.0,0.0
t12,1156.7350311586545,269.98532412916006,0.0,3751.339802808178,-88.80806485175087,3957.1635150911065,826.7741284020109,-1035.1692581071177,0.0,0.0
t13,1156.7350311586545,-1631.3266292442752,209.33568213004017,3751.339802808178,490.774959271897,3626.0156635741732,1017.7817630297741,-1363.532376291291,0.0,0.0
t14,366.80610203448475,-1017.1797085622178,937.0484118756773,3751.339802808178,-232.34811895755868,4687.927552148559,813.0691747768008,-547.2054571951212,0.0,0.0
