Line,New_Trans_Capacity,Cost_Trans_Capacity
1,198.9619284925413,8.100100811347234e7
2,398.1416552436163,2.9558831612757045e8
3,384.29779589103947,6.883072639359416e8
4,1177.383955090205,5.841065206180577e8
5,0.0,0.0
6,1719.2255550187415,2.653519731046995e8
7,894.131136791723,1.3513575022748992e9
8,1528.3388131137729,6.865494098314753e8
9,64.8926979254875,1.8156039802102655e8
10,0.0,0.0
