Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10
15000,1,1,1,1,8760,8760,1,2914.75426,2212.322433,5093.067371,903.150848,1504.195043,8989.823861,1413.180218,9365.045063,3032.706309,1618.919686
,,,,,,,2,2878.652683,2210.325084,4963.152091,859.967355,1449.643687,8614.975946,1348.049968,8666.510559,2788.623726,1620.102669
,,,,,,,3,2862.443919,2209.428321,4905.768469,790.176177,1361.473146,8009.134112,1242.785016,8446.261163,2647.422989,1628.025055
,,,,,,,4,2820.266571,2207.094824,4756.141219,746.766366,1306.6202,7632.256092,1177.303688,8419.483683,2488.118904,1624.699317
,,,,,,,5,2823.325643,2207.26407,4768.802988,743.725873,1302.769598,7605.822953,1172.711924,8404.187736,2428.783257,1625.343084
,,,,,,,6,2896.178957,2211.29474,5031.453118,818.547769,1397.288003,8255.303236,1285.559862,8622.502158,2515.096301,1644.708115
,,,,,,,7,3050.235008,2220.084271,5595.156046,984.984607,1609.178392,9709.98861,1537.393628,10181.84343,2841.920371,1831.973965
,,,,,,,8,2896.307559,2215.451527,5185.291145,616.188525,1460.104381,8438.298189,1137.284177,11426.89084,3368.179515,2027.756809
,,,,,,,9,1916.305938,2169.520602,1995.051915,1.169213,1099.109858,5642.598667,409.252992,10042.45079,2609.099785,1756.154753
,,,,,,,10,1784.204199,2157.44894,1414.863165,0,714.975959,4507.962358,91.879833,8574.577099,1220.358641,1600.605157
,,,,,,,11,1774.934786,2149.879395,1192.4283,0,731.687229,4471.251934,69.329027,8190.055045,587.142057,1618.671896
,,,,,,,12,1852.636587,2152.012811,1407.743078,0,753.467362,4394.46004,69.358102,8486.609181,441.374267,1653.160496
,,,,,,,13,1880.590883,2154.103456,1515.608195,0,822.79036,4553.066869,120.739407,8381.670967,715.043653,1649.862882
,,,,,,,14,1853.284894,2155.433127,1490.51528,0,855.921147,4594.592464,164.276959,8750.108884,506.391765,1613.341063
,,,,,,,15,1825.520506,2159.016802,1523.69456,0,860.208909,4527.043015,208.865826,8460.763843,633.504652,1600.745503
,,,,,,,16,2034.167667,2173.806093,2332.812254,263.316065,1147.69298,6210.325475,657.88572,8398.968774,751.168513,1674.718541
,,,,,,,17,2958.137882,2218.241943,5385.164552,931.9167,1626.577406,9763.552289,1498.969356,10644.17233,1748.683492,1868.537462
,,,,,,,18,3423.8372,2240.529912,6927.537829,1179.363757,1853.135424,11387.51449,1829.780033,12438.54642,3524.183534,1957.768185
,,,,,,,19,3397.050463,2239.005868,6831.608306,1168.247895,1839.077241,11290.95753,1813.004852,12188.74486,3780.428807,1937.201307
,,,,,,,20,3362.124795,2237.073577,6705.056557,1143.509749,1807.83039,11076.23636,1775.696435,11796.66878,3707.284429,1910.756461
,,,,,,,21,3307.889233,2234.072949,6509.007493,1119.173431,1777.09067,10865.0012,1738.993768,11410.76414,3612.090671,1883.660213
,,,,,,,22,3224.045745,2229.434239,6206.960177,1069.318264,1714.110197,10432.23598,1663.800443,10777.90895,3476.937604,1796.574218
,,,,,,,23,3119.494825,2223.649874,5833.191947,999.961405,1626.474597,9830.106891,1559.182029,10103.04125,3163.535721,1682.202536
,,,,,,,24,3043.259495,2219.432091,5559.072992,945.108462,1557.177468,9353.94569,1476.448944,10256.79231,3096.753148,1597.008098
,,,,,,,25,3068.767641,2220.843351,5637.837084,935.040005,1544.519726,9266.803657,1461.301465,9746.054777,3114.795106,1532.467856
,,,,,,,26,2982.816209,2216.088017,5328.779223,883.910931,1479.929355,8822.977803,1384.186409,9452.555645,2831.686016,1526.582523
,,,,,,,27,2929.625781,2213.145213,5138.508067,812.711416,1389.977551,8204.901964,1276.796016,9423.821796,2674.726748,1535.844795
,,,,,,,28,2897.883564,2211.389048,5026.502927,754.717703,1316.699571,7701.422249,1189.317708,9398.588084,2639.428915,1529.049719
,,,,,,,29,2892.689188,2211.101665,5009.256348,737.509767,1294.95081,7552.005709,1163.357566,9431.105821,2669.686082,1532.961638
,,,,,,,30,2953.685924,2214.47636,5228.746906,761.233371,1324.918334,7757.929869,1199.13725,9443.068354,2632.19851,1538.079172
,,,,,,,31,3049.282251,2220.314062,5591.982221,840.349086,1426.914357,8457.161822,1319.474963,9545.189878,2646.018316,1536.386254
,,,,,,,32,2244.220713,2185.133713,3053.761021,540.896008,1332.386372,7586.222841,1007.575083,9763.417979,2717.292191,1605.350563
,,,,,,,33,1593.386088,2153.980243,920.380758,105.75636,1128.181681,5931.026994,511.521846,9253.154377,2693.982579,1581.867605
,,,,,,,34,1574.982958,2148.003581,733.285608,20.865673,1066.299521,5554.137407,358.544318,9835.228934,2602.628075,1512.40737
,,,,,,,35,1563.186229,2139.813884,486.95167,71.432058,1040.548393,5523.552522,347.529539,8571.709541,2553.870759,1539.886265
,,,,,,,36,1621.641251,2139.413498,592.396609,125.609448,1013.565282,5461.020677,354.927979,10154.36992,2612.665557,1486.048052
,,,,,,,37,1661.734595,2140.526476,695.325182,189.988686,1029.677946,5628.750046,416.443085,8625.782188,2687.977314,1570.438813
,,,,,,,38,1643.130759,2142.072212,692.150335,209.93957,1018.309479,5562.420602,437.988813,10079.95321,2571.107612,1521.008545
,,,,,,,39,1619.746518,2147.202214,773.412715,217.619902,1016.712559,5501.639247,477.122331,9334.291022,2735.261961,1538.121483
,,,,,,,40,1988.246901,2171.071406,2150.957895,284.085088,1108.528256,6013.21271,645.123485,9351.59696,2604.845017,1578.109012
,,,,,,,41,3049.349492,2222.568058,5673.885546,893.963093,1560.90157,9327.665099,1432.0732,9972.192477,2775.477541,1701.916845
,,,,,,,42,3475.439482,2243.384854,7101.527814,1111.88672,1767.934199,10801.95239,1728.033859,11295.70382,3304.979536,1788.628642
,,,,,,,43,3489.041942,2244.095372,7151.035155,1091.079398,1741.633802,10621.27215,1696.642113,11031.67339,3422.459401,1750.206092
,,,,,,,44,3487.72338,2244.022422,7145.219465,1054.636076,1695.600632,10304.94674,1641.679823,10771.21122,3305.455925,1707.943626
,,,,,,,45,3466.256904,2242.834771,7067.170006,1036.09884,1672.186416,10144.04898,1613.723353,10445.61774,3195.574101,1690.076556
,,,,,,,46,3399.552284,2239.144283,6827.300155,1008.334896,1637.112553,9903.04323,1571.848456,9994.157798,3106.075269,1635.183057
,,,,,,,47,3322.872172,2234.901893,6552.223791,970.678535,1589.539725,9576.157735,1515.05211,9775.831698,2972.974671,1586.77819
,,,,,,,48,3225.471459,2229.513118,6202.307424,927.139177,1534.534418,9198.202374,1449.382402,10197.09172,3264.443147,1511.056636
,,,,,,,49,3104.529406,2222.8219,5768.068287,878.696096,1473.318754,8777.615156,1376.307021,9657.330523,3025.491498,1520.687033
,,,,,,,50,2988.221539,2216.387071,5349.796974,827.992275,1409.266578,8337.484809,1299.833959,8954.998497,2730.554898,1537.594416
,,,,,,,51,2926.887453,2212.993712,5130.215294,772.4991,1339.157831,7855.754273,1216.133496,8835.895297,2613.068515,1540.161482
,,,,,,,52,2872.611813,2209.990868,4937.176567,724.855976,1278.956878,7442.12838,1144.267213,8821.376657,2573.260918,1527.24735
,,,,,,,53,2870.933198,2209.897997,4932.682541,711.090597,1261.557097,7322.59522,1123.499322,8846.785698,2606.62377,1532.987227
,,,,,,,54,2923.997245,2212.833809,5123.675786,728.438335,1283.468813,7473.168251,1149.661846,8854.945378,2535.940379,1540.413467
,,,,,,,55,2989.654438,2216.92106,5375.706507,787.856256,1360.173531,7998.934107,1240.089557,8931.684578,2492.921756,1534.444277
,,,,,,,56,2238.793675,2184.248606,3013.586,447.76848,1229.250662,6867.127159,873.772977,9144.439254,2503.656788,1564.071219
,,,,,,,57,1612.595961,2154.214176,962.669717,47.186227,1056.916017,5451.251808,417.756349,8744.658555,2109.200009,1534.806262
,,,,,,,58,1596.129393,2148.184979,779.57537,0,989.672343,5219.854961,284.340903,8445.170295,1463.439676,1544.299308
,,,,,,,59,1573.479941,2139.300025,492.626489,9.848807,987.313616,5145.483439,262.883333,9108.587703,840.45889,1520.505275
