Resource,Zone,AnnualSum,Capacity,CapacityFactor
VIC_WV3_WIND,8,6.519472243075257e6,2360.0,0.3153525386519714
VIC_WV4_WIND,8,5.872660961261097e6,2000.0,0.33519754345098296
VIC_WV5_WIND,8,568797.9274692887,194.68596886089398,0.3335179758406059
VIC_WV7_WIND,8,0.0,0.0,0.0
SA_WS1_WIND,9,1.0178733228203901e6,392.2932876,0.2961956996708262
SA_WS3_WIND,9,4.341584110568968e6,1801.322991,0.2751392320924332
SA_WS4_WIND,9,1.269996675175595e6,566.3837214,0.25596920237264753
TAS_WT1_WIND,10,584800.970663228,168.0,0.39736965282074926
TAS_WT2_WIND,10,1.5440352960092123e6,393.6,0.44781437242722744
TAS_WT3_WIND,10,2.1456221083190087e6,515.0711092362665,0.47553439949914994
CNQ_BATTERY,1,60367.38560345832,52.0,0.0
GG_BATTERY,2,0.0,0.0,0.0
SQ_BATTERY,3,210552.7182189092,200.0,0.0
NNSW_BATTERY,4,0.0,0.0,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,42205.496719529205,50.0,0.0
SNSW_BATTERY,7,278464.2252919552,310.32,0.0
VIC_BATTERY,8,483012.2368612487,580.4,0.0
SA_BATTERY,9,423454.27097776276,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,0.0,0.0,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,758833.140181481,570.0,0.0
NNSW_PH,4,0.0,0.0,0.0
CNSW_PH,5,0.0,0.0,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,303187.7507179775,250.0,0.0
VIC_PH,8,0.0,0.0,0.0
SA_PH,9,0.0,0.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,0.0,0.0,0.0
SNSW_PH_SNOWY,7,0.0,0.0,0.0
TAS_PH_NEW,10,0.0,0.0,0.0
