Line,1,2,3,4,5,6,7,8,9,10
t1,846.3824018438892,0.0,0.0,-174.26684449905272,-2700.0,1677.7829394849664,-953.0318005179698,-78.71213746141916,-951.3948727432519,0.0
t2,918.177483,0.0,-952.0808806082616,-1108.7720169395018,-2700.0,759.4216996305214,-953.0318005179698,-469.8777314382365,-951.3948727432519,0.0
t3,918.4463169999999,0.0,0.0,-91.20950990411613,-2700.0,1834.588377198978,-953.0318005179698,-616.3782685332897,-951.3948727432519,0.0
t4,918.93362,0.0,0.0,-74.95669466897925,-2700.0,1857.1683408526455,-953.0318005179698,-761.9589511247133,-951.3948727432519,0.0
t5,147.5352265380423,0.0,-247.13956546261386,-315.11940488263065,-2700.0,1617.4574992080188,-953.0318005179698,-654.0633176851359,-951.3948727432519,0.0
t6,923.016732,0.0,-137.72273088052341,-253.9007805770498,-1310.734684847059,239.09412246626826,-953.0318005179698,-664.4638914090062,-951.3948727432519,0.0
t7,927.1093035946406,-455.5346935494845,0.0,-195.6178543576189,-1011.9804693509761,1258.6928607776854,-953.0318005179698,-418.6935524030641,-951.3948727432519,0.0
t8,889.2962665270192,-175.64977184166247,0.0,423.00711735402683,-2700.0,2450.7335105300613,-953.0318005179698,-322.01449742360467,-951.3948727432519,0.0
t9,1026.2946158444722,936.4515938384396,0.0,897.9550687695335,-2700.0,3370.9057865444183,-953.0318005179698,-578.1291742088376,-951.3948727432519,0.0
t10,1014.8744905999538,1527.633248873205,1165.1188773138538,2151.7130714549717,-2700.0,4634.685079221981,-953.0318005179698,-996.0378024073472,-951.3948727432519,0.0
t11,1009.4527884251097,1674.2887649358315,1200.0,2168.454795252606,-2700.0,4640.318912265062,-953.0318005179698,-1007.3812597861413,-951.3948727432519,0.0
t12,1007.2089602052228,1670.4269228767023,1200.0,2168.454795252606,-2600.5427480616663,4679.909489713123,-953.0318005179698,-1007.3812597861413,-951.3948727432519,0.0
t13,1033.1891788857465,1380.400614597699,1200.0,2154.9624821618327,-2640.3052523868755,4955.041029851298,-953.0318005179698,-1007.3812597861413,-951.3948727432519,0.0
t14,1037.5573767219012,1195.065602410316,857.7410699132116,1909.6237054383673,-2396.203495806265,4618.589433237173,-953.0318005179698,-1007.3812597861413,-951.3948727432519,0.0
t15,1049.261590352592,937.3536989426383,0.0,1236.7964045995654,-2700.0,4264.3505357684,-953.0318005179698,-1007.3812597861413,-951.3948727432519,0.0
t16,1061.8625870519256,629.0170237918858,-14.970695195230695,1042.1160116478231,-2700.0,3933.994186547034,-872.1511830860552,-551.0868296577044,-951.3948727432519,0.0
t17,821.781561478327,0.0,-818.8889749195654,-781.5014042722838,-2700.0,3051.044292523399,-953.0318005179698,0.0,-951.3948727432519,0.0
t18,940.526457,0.0,-1200.0,-1403.7271564223986,-1738.5489196451144,2657.4846720351484,-953.0318005179698,-83.52564685244778,-951.3948727432519,0.0
t19,940.3332630000001,0.0,0.0,-101.42925187831014,-1232.6417519070815,2826.7156979517367,-953.0318005179698,0.0,-951.3948727432519,0.0
t20,937.580557,0.0,0.0,-130.81326042030832,-2700.0,2558.5933953929903,-163.83343229575866,-235.66789798308747,-951.3948727432519,0.0
t21,120.01750300000013,0.0,0.0,-38.09009342195374,-995.0702356000131,2628.9172970771915,-697.4105154916115,-96.12701874514067,-951.3948727432519,0.0
t22,796.246825146184,0.0,0.0,1.283404547304301,-1747.84540423042,1821.1602303574268,-391.02649718735654,-56.330434265121134,-951.3948727432519,0.0
t23,-20.577691853816027,0.0,-1185.3425443642786,-1266.1631237007537,-1862.279462663783,1516.6788304539114,-827.114018236148,0.0,-951.3948727432519,0.0
t24,19.47156164262598,0.0,0.0,-24.691191975554972,-2700.0,1969.6388795424139,-557.6510680321079,0.0,-951.3948727432519,0.0
t25,-63.67522486707755,0.0,0.0,8.619513599992136,-2700.0,1921.362817855095,0.0,270.5747192397986,-951.3948727432519,0.0
t26,41.07848499945233,0.0,0.0,70.14172143784414,-2700.0,1977.5744673940126,0.0,78.27250598596484,-951.3948727432519,0.0
t27,-53.953105014260316,0.0,0.0,99.34272659657114,-2700.0,2161.120204057825,0.0,0.0,-951.3948727432519,0.0
t28,663.298980117333,0.0,0.0,106.48050789956612,-2700.0,2160.8161084104495,-568.2298314720813,-114.83652604393572,-951.3948727432519,0.0
t29,-150.35299888266707,0.0,0.0,73.44201457535021,-2700.0,2370.7163818526237,-148.82655346114115,0.0,-951.3948727432519,0.0
t30,-154.23846740285097,0.0,0.0,87.14899394138654,-2700.0,2689.0422425387314,-33.9617658599299,-144.73852352659176,-951.3948727432519,0.0
t31,-363.4192850953777,0.0,0.0,-10.687997503298185,-2700.0,2485.1041901467256,0.0,0.0,-951.3948727432519,0.0
t32,427.3310620529527,0.0,-77.79719857585776,420.6368323829326,-2700.0,3452.2769695233706,953.0318005179698,0.0,-951.3948727432519,0.0
t33,1058.0070762631503,567.4764737028057,-592.3527334854105,322.4394781375054,-2700.0,3875.252736790828,607.3372739295216,-407.03130659814656,-951.3948727432519,0.0
t34,1045.9056783595183,993.8122602897591,-36.13620380716086,1446.2934235767716,-2700.0,4686.8926700906595,0.0,-776.6605349917742,-951.3948727432519,0.0
t35,1015.9122716486153,1225.209710312566,-189.92450024042444,1236.452589869358,-1444.1742370930413,3964.6473925001374,953.0318005179698,0.0,-951.3948727432519,0.0
t36,1029.2812959785595,1065.4250837233353,-419.02527911899637,1163.9347129029636,-215.08558071623145,3383.8716506725145,953.0318005179698,-181.75922723466707,-951.3948727432519,0.0
t37,1043.9215584082294,662.1055446586273,-1200.0,360.52075929838855,-509.2601084163778,3984.17331161959,953.0318005179698,-325.23330212671704,-951.3948727432519,0.0
t38,1055.6111163316332,287.46663008971984,-1200.0,-550.004437334704,-1222.6926983130816,4205.2718120937025,953.0318005179698,0.0,-951.3948727432519,0.0
