BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,2.0039232730690524e7,60367.38560345832,-71323.1571980126,0.0,0.0,0.0,0.0,-6.645188806064201e6,-81767.70784128373,-1.3301320445190433e7,3.010302944471123e6,0.0,0.0,0.0,0.0,0.0,0.0,6.710820290878321e6,0.0,-9.721123235349424e6,2.619324626720158e7,969385.8584003884,-1.3000846890487848e6,0.0,0.0,0.0,0.0,1.2487332236286702e6,-147442.9863302865,-2.696383767385157e7,7.8765962095645545e6,0.0,0.0,0.0,0.0,0.0,0.0,-4.757744828313614e6,-65675.27848900248,-3.0531761027619625e6,2.042063339770952e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.2759979683443721e7,0.0,-7.660653714265869e6,1.5528513310482532e7,42205.496719529205,-49864.994322097904,0.0,0.0,0.0,0.0,3.2272747205855187e7,0.0,-4.7793601018735185e7,1.9722946567077763e7,581651.9760099307,-750213.1490116805,0.0,0.0,0.0,0.0,-1.3667873432681285e7,-80696.82954567712,-5.805815131848984e6,3.368062220296333e7,483012.23686124856,-570671.5249902846,0.0,0.0,0.0,0.0,5.1961012625198625e6,-217189.59286249825,-3.857187458449163e7,1.423121206402094e7,423454.2709777627,-500304.5648328291,0.0,0.0,0.0,0.0,-3.166463495119044e6,-49850.74554434725,-1.0938047529502464e7,1.5314352902835084e7,0.0,0.0,0.0,0.0,0.0,0.0,-4.431151737260056e6,-86642.01777247366,-1.0796559147802556e7
t1,2204.235375843889,0.0,-0.0,0.0,0.0,0.0,0.0,-846.3824018438892,-0.0,-1357.852974,251.9281331561109,0.0,-0.0,0.0,0.0,0.0,0.0,846.3824018438892,-0.0,-1098.310535,2574.8118409999997,570.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3144.811841,283.19905450094694,0.0,-0.0,0.0,0.0,0.0,0.0,174.26684449905272,-0.0,-457.465899,42.40840798401894,0.0,-0.0,0.0,0.0,0.0,0.0,847.9502160159811,-0.0,-890.358624,3627.9979215150347,0.0,-0.0,0.0,0.0,0.0,0.0,1677.7829394849664,-0.0,-5305.780861,2283.5522394898176,250.0,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-772.288563,4596.648409474138,0.0,-0.0,0.0,0.0,0.0,0.0,77.07520968670111,-29.747082160839614,-4643.976537,1815.5378895233403,0.0,-0.0,0.0,0.0,0.0,0.0,-78.71213746141916,-1.1806820619212872,-1735.64507,2141.787445834401,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1176.12165
t2,2273.573258,0.0,-0.0,0.0,0.0,0.0,0.0,-918.177483,-0.0,-1355.395775,180.0,0.0,-0.0,0.0,0.0,0.0,0.0,918.177483,-0.0,-1098.177483,1930.7613092825795,268.1422683182826,-0.0,0.0,0.0,0.0,0.0,952.0808806082616,-14.281213209123925,-3136.703245,287.8909988778834,0.0,-0.0,0.0,0.0,0.0,0.0,156.69113633124033,-14.281213209123925,-430.300922,21.3908555700231,0.0,-0.0,0.0,0.0,0.0,0.0,831.8062834299768,-0.0,-853.197139,4308.005944369479,0.0,-0.0,0.0,0.0,0.0,0.0,759.4216996305214,-0.0,-5067.427644,2241.1674924897998,250.0,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-729.903816,3890.640697406973,0.0,-0.0,0.0,0.0,0.0,0.0,468.2408036635184,-35.614566070491875,-4323.266935,2040.7601684098097,0.0,-0.0,0.0,0.0,0.0,0.0,-469.8777314382365,-7.048165971573547,-1563.834271,2129.0838578344005,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1163.418062
t3,2278.806888,0.0,-0.0,0.0,0.0,0.0,0.0,-918.4463169999999,-0.0,-1360.360571,180.0,0.0,-0.0,0.0,0.0,0.0,0.0,918.4463169999999,-0.0,-1098.446317,3153.08755,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3153.08755,307.17412109588327,0.0,-0.0,0.0,0.0,0.0,0.0,91.20950990411613,-0.0,-398.383631,35.33241010309397,0.0,-0.0,0.0,0.0,0.0,0.0,774.2021128969059,-0.0,-809.534523,2952.7878868010234,0.0,-0.0,0.0,0.0,0.0,0.0,1834.588377198978,-0.0,-4787.376264,2191.3678414897995,250.0,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-680.104165,3643.15770251152,0.0,-125.75749914317372,0.0,0.0,0.0,0.0,614.7413407585717,-37.81207412691767,-4094.32947,2106.221592561289,0.0,-0.0,0.0,0.0,0.0,0.0,-616.3782685332897,-9.245674027999346,-1480.59765,2109.383153834401,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1143.717358
t4,2288.293639,0.0,-0.0,0.0,0.0,0.0,0.0,-918.93362,-0.0,-1369.360019,180.0,0.0,-0.0,0.0,0.0,0.0,0.0,918.93362,-0.0,-1098.93362,3182.786319,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3182.786319,313.3659493310208,0.0,-0.0,0.0,0.0,0.0,0.0,74.95669466897925,-0.0,-388.322644,27.896205521624633,0.0,-0.0,0.0,0.0,0.0,0.0,767.8749644783751,-0.0,-795.77117,2841.9299261473548,0.0,-0.0,0.0,0.0,0.0,0.0,1857.1683408526455,-0.0,-4699.098267,2252.9316321258702,172.73831736392944,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-664.406273,3599.270660679663,0.0,-301.2289586638687,0.0,0.0,0.0,0.0,760.3220233499952,-39.99578436578903,-4018.367941,2198.6413583915837,0.0,-0.0,0.0,0.0,0.0,0.0,-761.9589511247133,-11.4293842668707,-1425.253023,2107.0080378344005,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1141.342242
t5,1524.6215935380428,0.0,-0.0,0.0,0.0,0.0,0.0,-147.5352265380423,-0.0,-1377.086367,951.8167604619576,0.0,-0.0,0.0,0.0,0.0,0.0,147.5352265380423,-0.0,-1099.351987,2964.8512770193256,0.0,-0.0,0.0,0.0,0.0,0.0,247.13956546261386,-3.707093481939208,-3208.283749,335.3604000619224,0.0,-0.0,0.0,0.0,0.0,0.0,67.97983942001676,-3.707093481939208,-399.633146,43.82076009064922,0.0,-0.0,0.0,0.0,0.0,0.0,767.4230959093506,-0.0,-811.243856,3180.882273791981,0.0,-0.0,0.0,0.0,0.0,0.0,1617.4574992080188,-0.0,-4798.339773,2443.3173864898,0.0,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-682.05371,3503.145093650478,0.0,-12.787489696700554,0.0,0.0,0.0,0.0,652.4263899104179,-38.37734986419536,-4104.406644,2068.414123450413,0.0,-0.0,0.0,0.0,0.0,0.0,-654.0633176851359,-9.810949765277039,-1404.539856,2146.0026518344007,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1180.336856
t6,2367.7830870000003,0.0,-0.0,0.0,0.0,0.0,0.0,-923.016732,-0.0,-1444.766355,180.0,0.0,-0.0,0.0,0.0,0.0,0.0,923.016732,-0.0,-1103.016732,3295.9719730826846,0.0,-0.0,0.0,0.0,0.0,0.0,137.72273088052341,-2.0658409632078514,-3431.628863,343.66360326668143,0.0,-0.0,0.0,0.0,0.0,0.0,116.17804969652637,-2.0658409632078514,-457.775812,73.04281019625908,0.0,-0.0,0.0,0.0,0.0,0.0,817.7397818037409,-0.0,-890.782592,5069.405807533732,0.0,-0.0,0.0,0.0,0.0,0.0,239.09412246626826,-0.0,-5308.49993,1144.7703933368584,0.0,-0.0,0.0,0.0,0.0,0.0,-357.7028843290893,-14.295477007769549,-772.772032,3660.0167658110454,263.89560102471995,-0.0,0.0,0.0,0.0,0.0,662.8269636342882,-38.533358470053415,-4548.205972,2146.3417167801417,0.0,-0.0,0.0,0.0,0.0,0.0,-664.4638914090062,-9.966958371135092,-1471.910867,2217.062845834401,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1251.39705
t7,2025.4654564483988,0.0,-0.0,0.0,0.0,0.0,0.0,-471.5746100451561,-6.833020403242267,-1547.057826,181.65804240535948,0.0,-0.0,0.0,0.0,0.0,0.0,927.1093035946406,-0.0,-1108.767346,4229.666579952726,0.0,-0.0,0.0,0.0,0.0,0.0,-455.5346935494845,-6.833020403242267,-3767.298866,373.090904642381,0.0,-0.0,0.0,0.0,0.0,0.0,195.6178543576189,-0.0,-568.708759,1487.280362784328,0.0,-0.0,0.0,0.0,0.0,0.0,-442.3302457843282,-0.0,-1044.950117,5038.350178222315,0.0,-0.0,0.0,0.0,0.0,0.0,1258.6928607776854,-0.0,-6297.043039,1020.9386748407758,0.0,-0.0,0.0,0.0,0.0,0.0,-58.94866883300631,-14.295477007769549,-947.694529,5239.7458817566185,0.0,-0.0,0.0,0.0,0.0,0.0,417.056624628346,-34.84680338496428,-5621.955703,2100.34694068911,0.0,-0.0,0.0,0.0,0.0,0.0,-418.6935524030641,-6.280403286045961,-1675.372985,2378.0287958344006,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1412.363
t8,2142.816141262982,0.0,-0.0,0.0,0.0,0.0,0.0,-713.6464946853566,-2.634746577624937,-1426.5349,214.53179247298087,0.0,-0.0,0.0,0.0,0.0,0.0,889.2962665270192,-0.0,-1103.828059,3533.6699354192874,0.0,-0.0,0.0,0.0,0.0,0.0,-175.64977184166247,-2.634746577624937,-3355.385417,1028.082679354027,0.0,-0.0,0.0,0.0,0.0,0.0,-423.00711735402683,-0.0,-605.075562,448.86479117603506,0.0,-0.0,0.0,0.0,0.0,0.0,672.2736068239659,-0.0,-1121.138398,4331.856418469939,0.0,-0.0,0.0,0.0,0.0,0.0,2450.7335105300613,-0.0,-6782.589929,2785.8355964897996,0.0,-0.0,0.0,0.0,0.0,0.0,-1746.9681994820303,-14.295477007769549,-1024.57192,5890.228962653807,62.19563325757806,-0.0,0.0,0.0,0.0,0.0,320.37756964888666,-33.3966175602724,-6239.405548,2303.910937884959,0.0,-0.0,0.0,0.0,0.0,0.0,-322.01449742360467,-4.83021746135407,-1977.066223,2545.3596718344006,0.0,-0.0,0.0,0.0,0.0,0.0,-951.3948727432519,-14.270923091148777,-1579.693876
