Line,New_Trans_Capacity,Cost_Trans_Capacity
1,207.7731026661132,8.820276766644745e7
2,0.0,0.0
3,0.0,0.0
4,1643.9558477179728,8.535906542398307e8
5,0.0,0.0
6,1622.2738660000005,2.5655478608687878e8
7,278.6452723047418,4.264395707826344e8
8,562.6476495790739,2.6031685430952182e8
9,9.179031810425565,2.7086870767787565e7
10,0.0,0.0
