BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,3.316217409601745e7,119654.31918603617,-141369.5271069458,0.0,0.0,0.0,0.0,-1.0842006331470486e7,-153656.65757099792,-2.2144795899055075e7,1.0909954889308875e7,524030.3962430993,-619133.213390372,0.0,0.0,0.0,0.0,4.057791642712207e6,0.0,-1.4872643714873824e7,2.963606106810411e7,3.809795017417382e6,-5.188002217061792e6,0.0,0.0,0.0,0.0,5.138212239457548e6,-255247.25596628952,-3.3140818851950947e7,2.1235368604882665e7,2.18117408369795e6,-3.022491947811336e6,0.0,0.0,0.0,0.0,-1.644722149927792e7,-101590.59839529215,-3.8452386430960405e6,3.280802568787677e7,4.5129125884583425e6,-6.253335679189022e6,0.0,0.0,0.0,0.0,-2.1507854633857675e7,0.0,-9.559747963288374e6,1.0557399968457531e7,1.8887969560744e6,-2.2315832282037907e6,0.0,0.0,0.0,0.0,4.505818405116178e7,0.0,-5.527279774748974e7,1.566579267534915e7,2.520054914847066e6,-3.3613790026710927e6,0.0,0.0,0.0,0.0,-8.090370816767106e6,-126558.76305361305,-6.6075390077044545e6,4.7435530856200665e7,5.735602791182321e6,-7.703751050365206e6,0.0,0.0,0.0,0.0,1.1279958159213353e7,-316172.52959358814,-5.643116822663805e7,2.6511310488479227e7,3.3038297130406345e6,-4.361714448361452e6,0.0,0.0,0.0,0.0,-8.549980508351088e6,-141424.06263474087,-1.6762021182172595e7,1.2394059418303039e7,0.0,0.0,0.0,0.0,0.0,0.0,-96712.30282061947,-48189.70390523405,-1.2249157411577184e7
t1,3680.821997722783,0.0,-0.0,0.0,0.0,0.0,0.0,-1211.2602233098496,-6.3718224129324375,-2463.189952,915.0990895523131,0.0,-0.0,0.0,0.0,0.0,0.0,786.4720624476871,-0.0,-1701.571152,3328.4844395436776,1046.8302100070923,-0.0,0.0,0.0,0.0,0.0,424.78816086216256,-6.3718224129324375,-4793.730988,2481.165077666413,525.234818607354,-0.0,0.0,0.0,0.0,0.0,-2191.2657572737667,-0.0,-815.134139,700.4948834836695,445.05394159941443,-0.0,0.0,0.0,0.0,0.0,259.0619359169155,-0.0,-1404.610761,3553.9281336431495,0.0,-0.0,0.0,0.0,0.0,0.0,4632.203821356851,-0.0,-8186.131955000001,2981.5256325779997,0.0,-0.0,0.0,0.0,0.0,0.0,-1681.535442211167,-15.276968366832497,-1284.713222,8128.152499999998,32.01366003610206,-1223.2233466328892,0.0,0.0,0.0,0.0,1722.5219049040134,-56.39176530722519,-8603.072953,5640.0751,673.1058073166198,-739.3241926833801,0.0,0.0,0.0,0.0,-2740.9864626928465,-41.114796940392694,-2791.755455,1559.6610259999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1559.661026
t2,3066.546875631708,0.0,-0.0,0.0,0.0,0.0,0.0,-668.7301726317079,-0.0,-2397.816703,1029.224150368292,0.0,-0.0,0.0,0.0,0.0,0.0,668.7301726317079,-0.0,-1697.954323,3802.028439543677,448.3277134745087,-0.0,0.0,0.0,0.0,0.0,314.6220862759534,-4.719331294139301,-4560.258908,3088.1951085770033,131.2299259944826,-0.0,0.0,0.0,0.0,0.0,-2451.296365277347,-4.719331294139301,-763.409338,553.7348834836695,111.19673287178796,-0.0,0.0,0.0,0.0,0.0,674.3145986445427,-0.0,-1339.246215,3574.6849336431496,0.0,-0.0,0.0,0.0,0.0,0.0,4162.359680356851,-0.0,-7737.044614,3119.810632578,0.0,-310.32,0.0,0.0,0.0,0.0,-1586.0958137847713,-16.70856279322843,-1206.686256,8238.2905,347.3621858587476,-1996.876753602744,0.0,0.0,0.0,0.0,1627.0822764776183,-57.82335973362113,-8158.034849,5705.1231,525.0627063166197,-887.3672936833804,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2560.717253,1554.494807,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1554.494807
t3,2250.113637595615,0.0,-0.0,0.0,0.0,0.0,0.0,117.82564232417836,-15.054052919792841,-2352.885227,809.6905663379889,0.0,-0.0,0.0,0.0,0.0,0.0,885.777885662011,-0.0,-1695.468452,5162.596439543677,0.0,-0.0,0.0,0.0,0.0,0.0,-743.3699814254742,-18.95755611820357,-4400.268902,3707.2938116257833,0.0,-0.0,0.0,0.0,0.0,0.0,-3000.8519214273724,-3.9035031984107293,-702.538387,383.86319634766954,0.0,-0.0,0.0,0.0,0.0,0.0,878.45887165233,-0.0,-1262.322068,2646.3818597856725,0.0,-0.0,0.0,0.0,0.0,0.0,4562.159503214328,-0.0,-7208.541363,2542.8228117766266,262.654848,-47.66515199999999,0.0,0.0,0.0,0.0,-1626.854023123479,-16.09718965314782,-1114.861295,8335.709700000001,491.25056,-1852.9883794614918,0.0,0.0,0.0,0.0,1105.449496210951,-48.776121749459904,-8030.645254999999,5648.426799999999,190.3545795918921,-1222.075420408108,0.0,0.0,0.0,0.0,-2178.5954730874723,-32.67893209631208,-2405.431554,1558.14004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1558.14004
t4,1873.3946908202986,0.0,-0.0,0.0,0.0,0.0,0.0,475.0865298356626,-21.027717655960554,-2327.453503,767.300107104959,0.0,-0.0,0.0,0.0,0.0,0.0,926.761313895041,-0.0,-1694.061421,5733.1766253866635,0.0,-0.0,0.0,0.0,0.0,0.0,-1401.8478437307035,-21.027717655960554,-4310.301064,4237.685759655508,0.0,-0.0,0.0,0.0,0.0,0.0,-3572.404739655508,-0.0,-665.28102,286.4787270516695,0.0,-0.0,0.0,0.0,0.0,0.0,928.7565719483304,-0.0,-1215.235299,1541.3960242928222,0.0,-0.0,0.0,0.0,0.0,0.0,5343.648167707178,-0.0,-6885.044192,3575.6445489343882,0.0,-310.32,0.0,0.0,0.0,0.0,-2199.156325821714,-7.51265511267429,-1058.655568,8181.722499999999,0.0,-2344.2389394614916,0.0,0.0,0.0,0.0,2240.142788514561,-48.627452053066996,-8028.998897000001,5650.707399999999,408.05488781662,-1004.3751121833799,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2272.285916,1553.449409,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1553.449409
t5,1614.0233094414502,0.0,-0.0,0.0,0.0,0.0,0.0,772.3421585169516,-24.97348395840201,-2361.391984,803.3823229568173,0.0,-0.0,0.0,0.0,0.0,0.0,892.5567720431826,-0.0,-1695.939095,6122.455291518536,0.0,-0.0,0.0,0.0,0.0,0.0,-1664.8989305601342,-24.97348395840201,-4432.582877,3905.021576560938,0.0,-0.0,0.0,0.0,0.0,0.0,-3241.2446355609377,-0.0,-663.776941,223.93503991566953,0.0,-0.0,0.0,0.0,0.0,0.0,989.3937410843314,-0.0,-1213.328781,1920.1102105233929,0.0,-0.0,0.0,0.0,0.0,0.0,4951.850894476607,-0.0,-6871.961105,3019.8277020413075,300.8192751657519,-9.500724834248034,0.0,0.0,0.0,0.0,-2247.982944540925,-6.780255831886125,-1056.383052,8161.361499999998,0.0,-2344.2389394614916,0.0,0.0,0.0,0.0,2288.969407233772,-47.89505277227883,-8058.1969149999995,5573.6014000000005,439.8456203166198,-972.5843796833802,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2258.761381,1561.47933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1561.47933
t6,1584.8389139654087,0.0,-0.0,0.0,0.0,0.0,0.0,927.1444907275957,-28.394514693004346,-2483.58889,736.8765845273056,0.0,-0.0,0.0,0.0,0.0,0.0,965.8231554726943,-0.0,-1702.69974,6791.302504893294,0.0,-0.0,0.0,0.0,0.0,0.0,-1892.9676462002901,-28.394514693004346,-4869.940344,4171.383618021539,0.0,-0.0,0.0,0.0,0.0,0.0,-3451.4946730215397,-0.0,-719.888945,391.0387270516695,0.0,-0.0,0.0,0.0,0.0,0.0,893.1940499483311,-0.0,-1284.232777,2100.81915892679,0.0,-0.0,0.0,0.0,0.0,0.0,5258.300623073209,-0.0,-7359.119782,2864.6014675596803,10.219558994487628,-300.1004410055124,0.0,0.0,0.0,0.0,-1414.411522384422,-19.28382716423367,-1141.025236,8017.311599999999,524.6992822444246,-1819.5396572170673,0.0,0.0,0.0,0.0,1455.397985077269,-60.39862410462638,-8117.4705859999995,5272.410399999999,597.9307793166197,-814.4992206833804,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2273.740699,1586.3928069999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1586.392807
t7,1713.9403943817438,0.0,-0.0,0.0,0.0,0.0,0.0,987.4766701761573,-29.942482557901055,-2671.474582,704.7507403160868,0.0,-0.0,0.0,0.0,0.0,0.0,1008.688833683913,-0.0,-1713.439574,7577.928014417971,0.0,-0.0,0.0,0.0,0.0,0.0,-1996.1655038600702,-29.942482557901055,-5551.820028,4073.962838461972,0.0,-0.0,0.0,0.0,0.0,0.0,-3229.1374114619716,-0.0,-844.825427,375.78288348366954,0.0,-0.0,0.0,0.0,0.0,0.0,1067.9820605163304,-0.0,-1443.764944,3592.771759054359,0.0,-0.0,0.0,0.0,0.0,0.0,4861.155350945642,-0.0,-8453.92711,2980.196632578,254.00499282794775,-56.31500717205224,0.0,0.0,0.0,0.0,-1834.4655474455794,-12.983016788316311,-1330.438054,7885.379,733.6327185258874,-1610.6062209356044,0.0,0.0,0.0,0.0,1875.4520101384262,-54.09781372870902,-8829.759694,5067.041799999999,782.8318928166198,-629.5981071833802,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2438.174326,1711.420953,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1711.420953
t8,1573.837718198156,0.0,-0.0,0.0,0.0,0.0,0.0,639.7077414460497,-25.067318644206,-2188.478141,660.8655681656493,0.0,-0.0,0.0,0.0,0.0,0.0,1031.4468348343505,-0.0,-1692.312403,6273.003449598591,0.0,-0.0,0.0,0.0,0.0,0.0,-2242.078371033095,-33.63117556549643,-3997.293903,3825.0748499767733,0.0,-0.0,0.0,0.0,0.0,0.0,-3180.4160080554825,-8.56385692129043,-636.094985,798.7687018147677,0.0,-0.0,0.0,0.0,0.0,0.0,585.023441185232,-0.0,-1383.792143,2020.0414283770538,0.0,-0.0,0.0,0.0,0.0,0.0,5866.316361622946,-0.0,-7886.35779,2745.4725813301384,0.0,-310.32,0.0,0.0,0.0,0.0,-1281.4852551575,-21.277721172637502,-1132.389605,7729.66499613,1540.4746197970876,-803.7643196644042,0.0,0.0,0.0,0.0,1322.471717850347,-62.39251811303021,-9726.454496,4181.906099999999,1347.5905038166197,-64.83949618338013,0.0,0.0,0.0,0.0,-2740.986462692847,-41.1147969403927,-2682.555848,1853.309598,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1853.309598
