Line,1,2,3,4,5,6,7,8,9,10,Total
AnnualSum,0.0,307313.31514199584,203181.1967905843,0.0,0.0,0.0,253117.5261072261,282848.12526948174,96379.4078104681,0.0,1.142839571119756e6
t1,0.0,12.743644825864875,0.0,0.0,0.0,0.0,30.553936733664994,82.22959388078539,0.0,0.0,125.52717544031526
t2,0.0,0.0,9.438662588278602,0.0,0.0,0.0,33.41712558645686,82.2295938807854,0.0,0.0,125.08538205552087
t3,0.0,30.108105839585683,7.807006396821459,0.0,0.0,0.0,32.19437930629564,65.35786419262416,0.0,0.0,135.46735573532695
t4,0.0,42.05543531192111,0.0,0.0,0.0,0.0,15.02531022534858,82.2295938807854,0.0,0.0,139.3103394180551
t5,0.0,49.94696791680402,0.0,0.0,0.0,0.0,13.56051166377225,82.2295938807854,0.0,0.0,145.73707346136166
t6,0.0,56.78902938600869,0.0,0.0,0.0,0.0,38.56765432846734,82.2295938807854,0.0,0.0,177.58627759526144
t7,0.0,59.88496511580211,0.0,0.0,0.0,0.0,25.966033576632622,82.2295938807854,0.0,0.0,168.08059257322014
t8,0.0,50.134637288412,17.12771384258086,0.0,0.0,0.0,42.555442345275004,82.2295938807854,0.0,0.0,192.04738735705325
t9,0.0,16.96821344633717,10.862391828040872,0.0,0.0,0.0,0.0,61.33425813097578,0.0,0.0,89.16486340535383
t10,0.0,18.814104786178962,3.6579483409680824,0.0,0.0,0.0,0.0,69.3233544160989,0.0,0.0,91.79540754324594
t11,0.0,18.878493761876776,0.0,0.0,0.0,0.0,0.0,41.68798435540065,0.0,0.0,60.56647811727743
t12,0.0,8.099559723874801,0.0,0.0,0.0,0.0,24.803223852060327,31.05507774321353,0.0,0.0,63.95786131914866
t13,0.0,48.93979887732825,6.280070463901205,0.0,0.0,0.0,30.533452890893223,40.905971288738726,0.0,0.0,126.65929352086141
t14,0.0,30.515391256866533,28.111452356270316,0.0,0.0,0.0,24.39207524330402,16.416163715853635,0.0,0.0,99.4350825722945
t15,0.0,0.0,32.68281498788301,0.0,0.0,0.0,0.0,39.49240824816587,3.1084737898594956,0.0,75.28369702590838
t16,0.0,0.6561035051285048,8.378470889689181,0.0,0.0,0.0,0.0,56.642337979744504,0.0,0.0,65.67691237456219
t17,0.0,2.1024716677563724,0.0,0.0,0.0,0.0,4.806383823438966,40.70787255559142,16.082151892077395,0.0,63.69887993886415
t18,0.0,23.93149246014497,0.0,0.0,0.0,0.0,8.71139387407921,18.36464675431392,16.082151892077395,0.0,67.08968498061549
t19,0.0,7.65900743616775,0.0,0.0,0.0,0.0,0.0,54.6116752427282,16.082151892077395,0.0,78.35283457097334
t20,0.0,8.676637468741456,0.0,0.0,0.0,0.0,3.50556777688811,73.41345787786463,0.0,0.0,85.59566312349419
t21,0.0,11.812504286027714,0.0,0.0,0.0,0.0,16.036134739119163,70.05845633869157,0.0,0.0,97.90709536383845
t22,0.0,5.862424942195364,0.0,0.0,0.0,0.0,34.826401371636095,82.2295938807854,0.0,0.0,122.91842019461686
t23,0.0,0.0,0.0,0.0,0.0,0.0,41.87203654762817,82.22959388078539,16.082151892077395,0.0,140.18378232049096
t24,0.0,0.0,0.0,0.0,0.0,0.0,36.42009218497564,82.2295938807854,13.529809661217936,0.0,132.17949572697898
t25,0.0,18.113492612461098,0.0,0.0,0.0,0.0,20.815757102655155,82.22959388078539,11.4083113155268,0.0,132.56715491142845
t26,0.0,28.192406379328823,0.0,0.0,0.0,0.0,27.85550409137056,82.22959388078539,11.32605676658858,0.0,149.60356111807334
t27,0.0,47.92356433986501,0.0,0.0,0.0,0.0,39.05723381689688,82.2295938807854,11.05557886456787,0.0,180.26597090211519
t28,0.0,63.373701197972686,0.0,0.0,0.0,0.0,30.967079675574084,82.2295938807854,11.322202390115496,0.0,187.8925771444477
t29,0.0,53.815066049270484,0.0,0.0,0.0,0.0,26.741240314689847,82.22959388078539,11.260545735208986,0.0,174.0464459799547
t30,0.0,52.25408373929811,0.0,0.0,0.0,0.0,26.460465985920326,82.2295938807854,11.750315673146442,0.0,172.69445927915027
t31,0.0,53.28989215741192,0.0,0.0,0.0,0.0,48.481549664827185,82.22959388078539,12.032715121965106,0.0,196.0337508249896
t32,0.0,28.519609444216055,47.52893387673118,0.0,0.0,0.0,0.0,82.22959388078539,14.92460505316211,0.0,173.20274225489473
t33,0.0,28.47857614662575,15.621185184325112,0.0,0.0,0.0,0.0,63.71367021238912,16.082151892077395,0.0,123.89558343541738
t34,0.0,0.0,20.01215728462152,0.0,0.0,0.0,0.0,0.0,16.082151892077395,0.0,36.094309176698914
t35,0.0,36.19007223488857,46.293185459281894,0.0,0.0,0.0,0.0,6.78340960479677,16.082151892077395,0.0,105.34881919104463
t36,0.0,0.0,12.17488038897943,0.0,0.0,0.0,13.960962068730753,7.066709247639717,10.680323237906016,0.0,43.88287494325591
t37,0.0,0.0,0.0,0.0,0.0,0.0,33.11056025012799,82.2295938807854,16.082151892077395,0.0,131.4223060229908
t38,0.0,39.147537500314264,43.56136828964489,0.0,0.0,0.0,0.0,57.89765478345515,16.082151892077395,0.0,156.6887124654917
