Time_Index,CNQ_RS,GG_RS,SQ_RS,NNSW_RS,CNSW_RS,SNW_RS,SNSW_RS,VIC_RS,SA_RS,TAS_RS,CNQ_COAL,GG_COAL,SQ_COAL,CNSW_COAL,SNW_COAL,VIC_COAL,CNQ_CCGT,GG_CCGT,SQ_CCGT,NNSW_CCGT,CNSW_CCGT,SNW_CCGT,SNSW_CCGT,VIC_CCGT,SA_CCGT,TAS_CCGT,CNQ_OCGT,GG_OCGT,SQ_OCGT,NNSW_OCGT,CNSW_OCGT,SNW_OCGT,SNSW_OCGT,VIC_OCGT,SA_OCGT,TAS_OCGT,CNQ_BIO,CNQ_SQ2_SOLAR,CNQ_SQ3_SOLAR,CNQ_SQ4_SOLAR,GG_SQ6_SOLAR,SQ_SQ7_SOLAR,SQ_SQ8_SOLAR,NNSW_SN1_SOLAR,NNSW_SN2_SOLAR,CNSW_SN3_SOLAR,SNSW_SN5_SOLAR,SNW_SN9_SOLAR,VIC_SV2_SOLAR,VIC_SV6_SOLAR,SA_SS3_SOLAR,SA_SS7_SOLAR,SA_SS5_SOLAR,TAS_ST2_SOLAR,CNQ_WQ1_WIND,CNQ_WQ2_WIND,CNQ_WQ4_WIND,CNQ_WQ3_WIND,GG_WQ6_WIND,SQ_WQ8_WIND,NNSW_WN2_WIND,CNSW_WN3_WIND,SNW_WN9_WIND,SNSW_WACT_WIND,VIC_WV3_WIND,VIC_WV4_WIND,VIC_WV5_WIND,VIC_WV7_WIND,SA_WS1_WIND,SA_WS3_WIND,SA_WS4_WIND,TAS_WT1_WIND,TAS_WT2_WIND,TAS_WT3_WIND,CNQ_BATTERY,GG_BATTERY,SQ_BATTERY,NNSW_BATTERY,CNSW_BATTERY,SNW_BATTERY,SNSW_BATTERY,VIC_BATTERY,SA_BATTERY,TAS_BATTERY,CNQ_PH,GG_PH,SQ_PH,NNSW_PH,CNSW_PH,SNW_PH,SNSW_PH,VIC_PH,SA_PH,TAS_PH,CNQ_PH_NEW,SNSW_PH_SNOWY,TAS_PH_NEW
1,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696911,0.395393,0.301321,0.161958,0.403243,0.305504,0.007171,0.0038,0.252711,0.289547,0.790338,0.898542,0.383404,0.492763,0.854398,0.567027,0.810342,0.743191,0.719125,0.925376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688963,0.351919,0.285696,0.142825,0.398954,0.177372,0.010831,0.003788,0.307277,0.540368,0.803123,0.906912,0.383224,0.507541,0.83349,0.693856,0.819107,0.679427,0.652788,0.904089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696065,0.344577,0.265011,0.137563,0.350215,0.131539,0.025873,0.000692,0.290674,0.425631,0.742969,0.915095,0.305933,0.352042,0.835464,0.733933,0.805857,0.761535,0.689756,0.91326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709958,0.308144,0.281538,0.141813,0.316648,0.08412,0.030703,0.00494,0.307453,0.273882,0.72735,0.914227,0.27876,0.349341,0.844613,0.768476,0.852835,0.746219,0.711989,0.913779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666165,0.286188,0.266512,0.147866,0.247434,0.066435,0.04786,0.00776,0.260884,0.228697,0.700715,0.89814,0.273146,0.302167,0.83894,0.695822,0.857905,0.777815,0.745,0.926417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655987,0.309894,0.312387,0.177872,0.23015,0.049968,0.054337,0.005515,0.293203,0.183324,0.714097,0.905499,0.282655,0.272835,0.81478,0.739548,0.873161,0.807624,0.764264,0.906056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.002089,0.00404,0.014565,0.045328,0.019368,0.0,0.010575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654713,0.321811,0.339961,0.154948,0.163781,0.038534,0.071432,0.005806,0.268435,0.163496,0.722014,0.889993,0.275686,0.269004,0.700971,0.735105,0.884911,0.84547,0.786529,0.914768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.194277,0.36419,0.395055,0.303343,0.41443,0.358406,0.38861,0.413143,0.363016,0.078839,0.374597,0.069445,0.093946,0.004202,0.002843,0.003262,0.007549,0.499066,0.182379,0.263581,0.082422,0.126823,0.042781,0.209279,0.014886,0.421162,0.190679,0.673107,0.91316,0.409516,0.396652,0.786453,0.827402,0.886841,0.762318,0.742239,0.846727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.489141,0.812194,0.823988,0.579506,0.828625,0.712399,0.811464,0.848463,0.800432,0.484284,0.790696,0.403454,0.395648,0.358039,0.382504,0.367872,0.069803,0.644638,0.142362,0.296111,0.057626,0.0597,0.000216,0.147221,0.014213,0.276809,0.235744,0.71246,0.892764,0.408319,0.528015,0.844928,0.800658,0.855623,0.867412,0.799678,0.903186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.711922629,0.0,0.0,0.0,0.218226962,0.0,0.218226962,0.090728354,0.0,0.893533856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.623604,0.845259,0.834799,0.60242,0.812245,0.738719,0.804572,0.827222,0.797372,0.762407,0.785857,0.766896,0.633968,0.656343,0.799478,0.758455,0.137539,0.707092,0.175771,0.290836,0.099771,0.0906,0.002636,0.210969,0.003427,0.188564,0.201378,0.564076,0.909078,0.276931,0.528015,0.869101,0.727069,0.802331,0.907354,0.849066,0.888784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
