BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t9,12186.614455636305,0.0,-1124.7507537113258,0.0,0.0,0.0,0.0,-9063.303713876407,-110.12782504857141,-1888.432163,503.4165739965385,0.0,-55.757645634851244,0.0,0.0,0.0,0.0,1721.4487106383128,-0.0,-2169.107639,1371.2060490951033,0.0,-2000.0,0.0,0.0,0.0,0.0,2718.2314561596445,-179.48217825474816,-1909.955327,7139.375329842648,0.0,-3808.097261295194,0.0,0.0,0.0,0.0,-2671.6305023412774,-69.35435320617674,-590.293213,5006.070548666022,0.0,-2000.0,0.0,0.0,0.0,0.0,-1667.2081186660214,-0.0,-1338.86243,865.3584,0.0,-1720.5004187281406,0.0,0.0,0.0,0.0,8596.767198728141,-0.0,-7741.62518,1676.814032578,0.0,-3071.3120870808402,0.0,0.0,0.0,0.0,2441.972881180179,-31.144168677338577,-1016.330658,6957.703510183888,-0.001160799999966322,-580.6452569720814,0.0,0.0,0.0,0.0,4133.567899453475,-129.183041865282,-10381.44195,6635.5572999999995,0.0,-692.5912071968082,0.0,0.0,0.0,0.0,-2799.1738855203853,-41.98760828280577,-3101.804599,5165.6422216608,0.0,-0.0,0.0,0.0,0.0,0.0,-3410.6719257556615,-56.05126490513766,-1698.919031
t10,9174.057056652044,0.0,-1176.750753711326,0.0,0.0,0.0,0.0,-6159.441412971499,-64.25929996922036,-1773.60559,551.681861362673,47.19327126533809,-315.5447513181524,0.0,0.0,0.0,0.0,1875.4880816901418,-0.0,-2158.818463,1607.5309856730596,0.0,-2200.0,0.0,0.0,0.0,0.0,2103.9705687343658,-96.95904140742523,-1414.542513,8257.069477645882,0.0,-2489.323739334942,0.0,0.0,0.0,0.0,-5115.271286872735,-32.699741438204875,-619.77471,4626.539654642245,0.0,-2000.0,0.0,0.0,0.0,0.0,-1237.1777506422452,-0.0,-1389.361904,774.4208,60.789678927804054,-264.2688643166424,0.0,0.0,0.0,0.0,7524.864463388838,-0.0,-8095.806077999999,1460.6438,155.75417227088428,-2808.65723908084,0.0,0.0,0.0,0.0,2268.560513461786,-18.91489765182977,-1057.386349,9076.138799999999,0.0,-2074.473317802992,0.0,0.0,0.0,0.0,4124.0657391945715,-99.6907813915781,-11026.04044,6139.790899999999,192.27123683733018,-1220.1587631626699,0.0,0.0,0.0,0.0,-2019.3413711080398,-30.290120566620594,-3062.271882,5156.5094216608,0.0,-128.99222261248912,0.0,0.0,0.0,0.0,-3365.7175448751827,-50.48576317312774,-1611.313891
t11,10079.474055525852,0.0,-1132.737953711326,0.0,0.0,0.0,0.0,-7107.834263526438,-80.06867928808668,-1758.833159,476.19087946702285,0.0,-95.66103945434878,0.0,0.0,0.0,0.0,1769.922310987326,-0.0,-2150.452151,0.0,0.0,-2030.72,0.0,0.0,0.0,0.0,3344.688152494264,-149.42303249426342,-1164.54512,8339.03768489659,630.9646218174228,-2984.1511541329583,0.0,0.0,0.0,0.0,-5302.030249374879,-69.35435320617674,-614.46655,4505.820218921348,0.0,-2000.0,0.0,0.0,0.0,0.0,-1120.991338921348,-0.0,-1384.82888,844.0844000000001,47.37098429972789,-1623.3400465113425,0.0,0.0,0.0,0.0,8811.952869211615,-0.0,-8080.068207,1688.5972651560003,126.16073088333634,-2924.0681520086205,0.0,0.0,0.0,0.0,2188.8659281039013,-38.76860113461661,-1040.787171,9502.514666464986,528.4095902070787,-1591.9040112687985,0.0,0.0,0.0,0.0,3063.786250668431,-139.06092607169822,-11363.74557,6408.6295,72.39095866763134,-69.519044572601,0.0,0.0,0.0,0.0,-3146.277584288267,-62.76109380676257,-3202.462736,5181.6469216608,0.0,-1137.9084901758768,0.0,0.0,0.0,0.0,-2502.0820753546045,-37.531231130319064,-1504.125125
t12,9265.589117339385,0.0,-1149.2523435435164,0.0,0.0,0.0,0.0,-6206.212791225636,-66.13740657023246,-1843.986576,507.69072908472367,0.0,-152.6057272948631,0.0,0.0,0.0,0.0,1797.0523532101392,-0.0,-2152.137355,2220.5987099417493,0.0,-2094.2368839699625,0.0,0.0,0.0,0.0,1370.072103614461,-111.723731586248,-1384.710198,4206.912,714.2404256717138,-3093.8568356234805,0.0,0.0,0.0,0.0,-1198.9738080322181,-45.586325016015536,-582.735457,4450.210727420659,0.0,-2000.0,0.0,0.0,0.0,0.0,-1132.8962944206592,-0.0,-1317.314433,1069.784,1601.3523632425206,-119.1480554856199,0.0,0.0,0.0,0.0,5142.702671243098,-0.0,-7694.690979,1844.2178000000001,26.423015844375254,-2912.2015960249532,0.0,0.0,0.0,0.0,2015.566418981133,-26.809659800554776,-947.195979,9053.254599999998,0.0,-2078.180360605339,0.0,0.0,0.0,0.0,3275.7261191177945,-145.62201851245499,-10105.17834,7436.2429,0.0,-1177.52924610052,0.0,0.0,0.0,0.0,-3410.9212240927177,-62.76109380676257,-2785.031336,3455.910507696927,0.0,-197.8500543963942,0.0,0.0,0.0,0.0,-1652.1155483953953,-56.051264905137664,-1549.89364
t13,10137.004544780966,0.0,-1152.9136653231112,0.0,0.0,0.0,0.0,-7057.649563759141,-80.81775469871762,-1845.623561,512.3111475303089,166.2811212709415,-196.456901312549,0.0,0.0,0.0,0.0,1669.7992505112986,-0.0,-2151.934618,0.0,0.0,-2108.3188908145585,0.0,0.0,0.0,0.0,3595.1512997162495,-107.7082399016915,-1379.124169,9379.806203380727,308.27231700278793,-3499.824944292406,0.0,0.0,0.0,0.0,-5502.5550358881355,-26.890485202973878,-658.808055,4630.910437149051,0.0,-2000.0,0.0,0.0,0.0,0.0,-1268.3117241490515,-0.0,-1362.598713,1237.6738,788.6869337150663,-931.8134850130743,0.0,0.0,0.0,0.0,6957.7627072980085,-0.0,-8052.309956,2214.0572897858056,142.25240901213175,-2929.0596780687083,0.0,0.0,0.0,0.0,1605.8030662707706,-0.0,-1033.053087,9949.760900000001,0.0,-1391.4525786537995,0.0,0.0,0.0,0.0,1311.5102564605622,-62.76109380676257,-9807.057484,4779.957939463525,234.90075389948004,-817.41799209568,0.0,0.0,0.0,0.0,-1311.5102564605622,-62.76109380676257,-2823.169351,1640.412659,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1640.412659
t14,10995.999839814227,23.50496520026025,-1152.9136653231112,0.0,0.0,0.0,0.0,-7923.162879919753,-91.27062677162031,-1852.157633,513.8579378341502,0.0,-196.456901312549,0.0,0.0,0.0,0.0,1838.4544284783988,-0.0,-2155.855465,1934.6760496839943,90.98927812134494,-2109.010721878655,0.0,0.0,0.0,0.0,1732.3030853365085,-156.556707263193,-1492.400984,5271.424891151154,1100.5016804752465,-2707.5955808199474,0.0,0.0,0.0,0.0,-2942.848683314881,-65.28608049157269,-656.196227,4909.933454925289,0.0,-2000.0,0.0,0.0,0.0,0.0,-1558.112231925289,-0.0,-1351.821223,1264.7797999999998,49.4216259868448,-1671.0787927412957,0.0,0.0,0.0,0.0,8323.26215875445,-0.0,-7966.384792,2032.3282405261946,116.43745776061023,-2954.87462932023,0.0,0.0,0.0,0.0,1861.5168357305247,-19.971190697099395,-1035.436714,7821.954579916089,266.0585788561525,-314.3414211438475,0.0,0.0,0.0,0.0,1149.935432875467,-82.73228450386196,-8840.874886,6172.7273000000005,234.90075389948004,-621.7089890772904,0.0,0.0,0.0,0.0,-2481.348146015427,-62.76109380676257,-3241.809825,2876.5772999999995,0.0,-1274.7434189999997,0.0,0.0,0.0,0.0,0.0,-0.0,-1601.833881
t15,11360.099813790695,23.836897028214917,-1152.9136653231112,0.0,0.0,0.0,0.0,-8304.573295143897,-97.5897683519023,-1828.859982,416.78978951905657,142.3298294430819,-196.45690131254904,0.0,0.0,0.0,0.0,1798.5887383504107,-0.0,-2161.251456,1616.308465680944,91.09447115676537,-2107.6266625198077,0.0,0.0,0.0,0.0,2143.8680082619726,-163.02151657987503,-1580.622766,7480.21256241138,0.0,-3808.097261295194,0.0,0.0,0.0,0.0,-2933.137500888213,-65.4317482279727,-673.546052,5234.172906553204,0.0,-2000.0,0.0,0.0,0.0,0.0,-1901.2151005532037,-0.0,-1332.957806,1226.155,596.1354142689006,-1124.36500445924,0.0,0.0,0.0,0.0,7144.36437619034,-0.0,-7842.289786,314.4672,0.0,-3071.3120870808402,0.0,0.0,0.0,0.0,3840.0642471818287,-26.81939210098858,-1056.399968,8650.0743,0.0,-314.3414211438476,0.0,0.0,0.0,0.0,2396.113447051599,-89.58048590775114,-10642.26584,7253.2812,0.0,-583.5451297424004,0.0,0.0,0.0,0.0,-4184.072920450838,-62.76109380676257,-2422.902056,1534.386765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1534.386765
t16,9928.33058644383,-0.0001913599999886495,-1124.7507537113258,0.0,0.0,0.0,0.0,-6616.931159825763,-74.91174354674226,-2111.736738,556.2752734996452,-0.0013348759230336071,-0.0,0.0,0.0,0.0,0.0,1622.814923376278,-0.0,-2179.088862,1658.718375941689,-0.0007359999999700939,-2000.0,0.0,0.0,0.0,0.0,3066.814303597828,-103.8212725395171,-2621.710671,7672.109885501551,-0.005733797921412904,-2250.0,0.0,0.0,0.0,0.0,-4691.5302347108545,-28.909528992774842,-701.664388,3616.530073431161,0.0,-1768.9994766717225,0.0,0.0,0.0,0.0,-491.7860627594379,-0.0,-1355.744534,681.1232,-0.006331441540922535,-0.0,0.0,0.0,0.0,0.0,7270.752462441541,-0.0,-7951.869331,1500.0102325780001,0.0,-2760.9934362982312,0.0,0.0,0.0,0.0,2424.4391768548485,-38.76860113461661,-1124.687372,8636.5827,266.05644298415257,-1338.3408054466004,0.0,0.0,0.0,0.0,2167.6058362758185,-110.05128981337049,-9621.852884,8050.01403645864,234.90075389948004,-1177.5292461005197,0.0,0.0,0.0,0.0,-4184.072920450838,-62.76109380676257,-2860.55153,3743.843474527726,0.0,-1596.5166908563135,0.0,0.0,0.0,0.0,-568.1063247994213,-8.521594871991319,-1570.698864
t17,8423.675568274095,865.2442672478078,-0.0,0.0,0.0,0.0,0.0,-6181.254956818144,-68.68980870376251,-3038.97507,620.9801033086139,-0.0013348759230336071,-0.0,0.0,0.0,0.0,0.0,1601.9343765673093,-0.0,-2222.913145,228.88263403869502,-0.0007359999999700939,-0.0,0.0,0.0,0.0,0.0,5515.69298371706,-82.7353947557559,-5661.839487,4041.3848725994167,2250.0,-0.0,0.0,0.0,0.0,0.0,-5436.573984547423,-14.045586051993398,-840.765302,1859.3289609782894,1928.965380419452,-0.0,0.0,0.0,0.0,0.0,-2322.99152139774,-0.0,-1465.30282,238.75500000000002,0.0,-0.0,0.0,0.0,0.0,0.0,8462.660741,-0.0,-8701.415741,1745.550032578,720.9909451032402,-2040.0,0.0,0.0,0.0,0.0,945.1057704533763,-38.76860113461661,-1332.878147,9483.870135136487,266.0574220797227,-2078.1815173817695,0.0,0.0,0.0,0.0,2439.920623791668,-114.13601162610823,-9997.530652,8293.9764,217.00689562879992,-1195.4231043712,0.0,0.0,0.0,0.0,-4184.072920450838,-62.76109380676257,-3068.726177,5372.9803,0.0,-2750.0,0.0,0.0,0.0,0.0,-840.421112315271,-12.606316684729064,-1769.952871
t18,8006.948158431779,1124.7505623513262,-0.0,0.0,0.0,0.0,0.0,-5625.620556518467,-68.61632726463816,-3437.461837,1190.1680000000001,-0.0013348759230336071,-0.0,0.0,0.0,0.0,0.0,1051.1987388759233,-0.0,-2241.365404,24.247999999999998,574.0173465086332,-0.0,0.0,0.0,0.0,0.0,6456.13620659022,-96.84204309885331,-6957.55951,4124.5972,2269.2471686489075,-0.0,0.0,0.0,0.0,0.0,-5422.403688814691,-28.225715834215148,-943.214964,2591.4161564319998,2000.0,-0.0,0.0,0.0,0.0,0.0,-3036.3591494320003,-0.0,-1555.057007,147.1328,379.55833178838606,-0.0,0.0,0.0,0.0,0.0,8811.952869211615,-0.0,-9338.644001,2215.5433244986643,987.3179225741138,-2040.0,0.0,0.0,0.0,0.0,349.66898906184076,-38.76860113461661,-1473.761635,9326.227271055632,643.8046231339703,-1700.4343163275214,0.0,0.0,0.0,0.0,2838.1339943219814,-120.10921218406293,-10987.62236,6125.899899999999,252.79457638244358,-1159.6354236175564,0.0,0.0,0.0,0.0,-1685.9564096205777,-25.289346144308663,-3507.813297,5067.0491216608,1669.791307960091,-1080.208692039909,0.0,0.0,0.0,0.0,-3736.7509936758443,-56.05126490513766,-1863.829479
