Resource,Zone,AnnualSum,Capacity,CapacityFactor
CNQ_RS,1,341618.91760729527,163.4,0.23866336189820225
GG_RS,2,0.0,0.0,0.0
SQ_RS,3,0.0,0.0,0.0
NNSW_RS,4,0.0,0.0,0.0
CNSW_RS,5,51711.066049414825,48.0,0.12298103607642454
SNW_RS,6,0.0,0.0,0.0
SNSW_RS,7,2.652484114034628e6,2342.0,0.1292890649814698
VIC_RS,8,826244.3326866692,2292.23,0.041147759737082
SA_RS,9,0.0,0.0,0.0
TAS_RS,10,5.845098432999431e6,2294.2,0.29084154806300555
CNQ_COAL,1,0.0,0.0,0.0
GG_COAL,2,0.0,0.0,0.0
SQ_COAL,3,0.0,0.0,0.0
CNSW_COAL,5,0.0,0.0,0.0
SNW_COAL,6,0.0,0.0,0.0
VIC_COAL,8,0.0,0.0,0.0
CNQ_CCGT,1,1.1450183863883151e6,890.8100582046318,0.146731461163888
GG_CCGT,2,794498.5866553483,581.3941850488957,0.15599775165212992
SQ_CCGT,3,1.9406951057029413e6,2456.1644395436774,0.09019776266358658
NNSW_CCGT,4,386262.082870125,268.5533586285746,0.16419025739120569
CNSW_CCGT,5,264112.0172497524,137.08672705166953,0.21993211383100453
SNW_CCGT,6,3.0061820763130398e6,3046.7937336431496,0.11263364044286932
SNSW_CCGT,7,537508.3909958489,491.25852595760387,0.12490247420177805
VIC_CCGT,8,3.000862433623843e6,2608.694428446724,0.1313163400880002
SA_CCGT,9,944668.599027582,990.4003217137054,0.1088841338227124
TAS_CCGT,10,679496.219909395,607.5418294648264,0.12767526098050114
CNQ_OCGT,1,164532.08297118914,16250.245118546787,0.0011558103348842624
GG_OCGT,2,101997.3566248046,1321.0118417160247,0.00881410256410259
SQ_OCGT,3,0.0,1600.0,0.0
NNSW_OCGT,4,0.0,16.0,0.0
CNSW_OCGT,5,238455.95891322667,3390.4256981532976,0.008028785261616551
SNW_OCGT,6,0.0,1270.0,0.0
SNSW_OCGT,7,0.0,692.0,0.0
VIC_OCGT,8,111595.74696075865,3855.9690297031693,0.003303771483251578
SA_OCGT,9,10512.826053024995,2055.638148344409,0.000583806201133732
TAS_OCGT,10,19126.111508879254,535.3952414509099,0.0040780079717194235
CNQ_BIO,1,6.296149867571829e-11,0.0,0.0
CNQ_SQ2_SOLAR,1,3.7291890959767923e6,3874.338038852307,0.10987851693283791
CNQ_SQ3_SOLAR,1,4.082952384416995e6,2183.0294633960343,0.2135062593782173
CNQ_SQ4_SOLAR,1,1.0703279865488945e7,6900.0,0.17707762334539373
GG_SQ6_SOLAR,2,742894.6362236257,658.6706490148439,0.1287522434720017
SQ_SQ7_SOLAR,3,466183.6331410593,427.9138106,0.12436455286329844
SQ_SQ8_SOLAR,3,2.3052027350359946e6,1694.936086,0.15525718009300118
NNSW_SN1_SOLAR,4,1.4435817334718706e7,6000.0,0.2746540588797327
NNSW_SN2_SOLAR,4,2.6920631562626907e6,1670.4234561438016,0.18397319827005187
CNSW_SN3_SOLAR,5,9.132645391711736e6,5949.513264651561,0.17523104528092112
SNSW_SN5_SOLAR,7,4.18872660875251e6,3200.0,0.14942660562045246
SNW_SN9_SOLAR,6,2.23212680650479e6,1000.0,0.2548089961763467
VIC_SV2_SOLAR,8,6.48178646837928e6,4700.0,0.15743190683909694
