Line,1,2,3,4,5,6,7,8,9,10
t1,-216.87787099999989,4704.637134031251,2917.1304236657957,1262.0120966550132,-2548.4502697364755,9157.221322000001,-1169.4557583409728,355.1519102303919,-2890.566366816652,0.0
t2,-325.5976629999995,4704.637134031251,2483.4171300697367,6293.343849277725,268.40202410120907,9157.221322000001,653.7161389513861,1668.6484709452975,-2890.566366816652,0.0
t3,-276.1283940000001,4704.637134031251,2342.471153715056,1968.328601562029,-1687.9909139175613,6543.073256031077,0.0,2249.5577612705956,-2890.566366816652,0.0
t4,-171.0871140000001,4704.637134031251,1455.6142157840213,3911.90364952279,584.2529908994392,8431.714864799866,0.0,1949.269958665827,-2890.566366816652,0.0
t5,7.125326000000154,4704.637134031251,159.21505322244496,-1925.8423474610267,-1792.5926774846505,4597.185410200136,0.0,826.5762092873015,-2890.566366816652,0.0
t6,14.53404910772539,4704.637134031251,-79.70003043575417,2147.3689609325957,346.74689370902115,6550.642013832087,0.0,462.18709346840757,-2890.566366816652,0.0
t7,237.09208686474045,4704.637134031251,-560.7769868342168,4330.757145556082,-1472.0362007199142,8515.633126328235,0.0,1522.7341607438475,-2890.566366816652,0.0
t8,679.1445410000001,4704.637134031251,2222.8147183000515,6603.383667525552,1708.8461858461594,7335.970758328239,3239.5361478224772,2249.5577612705956,-2890.566366816652,0.0
t9,1051.8953095881006,2906.6083176471916,2522.2188974211663,4410.952283438532,3544.129506217767,5538.425860172952,4064.024490123792,2249.557761270595,-1646.4607049811648,0.0
t10,1480.4625758121706,4704.637134031251,3941.2184520176643,1147.6655689869303,3620.3019163276126,4039.6756939148036,3919.2610284825973,-1243.2169762765043,-10.007761525293619,0.0
t11,1763.5445190387352,4325.354434542724,1794.7008174928626,2862.906410887528,-1247.5461325562353,4679.434168328238,0.0,0.0,-1780.8196977305422,0.0
t12,1979.7945442917965,85.94774201046998,0.0,-475.0947519002473,1610.7102712810413,4067.682124328239,-1495.7142160925807,-1642.3797522289497,0.0,0.0
t13,2021.5678719999999,3866.596131267498,-798.1265002045828,1332.2543147949505,2433.4045642901992,5689.967971328238,0.0,271.0676194665609,0.0,0.0
t14,2001.8455351151538,4704.637134031251,146.01285823308808,2715.793661001997,3628.220860868061,4637.029312765534,4064.024490123792,0.0,81.38123323097254,0.0
t15,2021.5678719999999,4704.637134031251,0.0,7907.4128712373995,194.1508685502028,6904.274281389235,67.89947637074458,-1003.5027096497557,0.0,0.0
t16,2021.5678719999999,4704.637134031251,2480.547095240517,2624.8125794353205,4527.062965494167,4825.05042176464,1950.6196296285045,780.472417334286,-2799.3475136173406,0.0
t17,1975.1051537704607,1214.1930666100377,-928.4927123193687,2973.436411687351,-881.1533613767067,8189.086271608133,-280.6083134164909,-488.1682610537885,-2890.566366816652,0.0
t18,1476.8003619652138,165.5578548223353,0.0,4733.064022273899,-123.63323348277561,9157.221322000001,3532.8709328658174,2249.5577612705956,-2890.566366816652,0.0
t19,1219.8905300000001,0.0,0.0,5245.216697076912,482.9433962534238,9157.221322000001,3911.305602473891,2249.5577612705956,-2890.566366816652,0.0
t20,642.069061867112,194.36114993584206,0.0,4562.963520410877,-1006.2061954126107,9157.221322000001,2157.5362179157196,2249.5577612705956,-2890.566366816652,0.0
t21,623.8098809999999,384.7043152709364,173.949515804801,5830.128191106899,-1346.5266798512482,9157.221322000001,535.0139853023522,1442.2190664630778,-2890.566366816652,0.0
t22,514.6557,1159.7458237925125,1688.707981709976,6116.17668948783,1249.0185076643427,9157.221322000001,2222.1118509065946,2249.5577612705956,-2890.566366816652,0.0
t23,603.481259,2996.118567585813,3630.0701094305664,6980.541375397042,-556.3187071173029,9157.221322000001,4028.867351787681,2249.5577612705956,-2890.566366816652,0.0
