Line,New_Trans_Capacity,Cost_Trans_Capacity
1,358.9026727254634,9.830291434125233e7
2,705.212778766726,3.5368907723423445e8
3,1549.6631690374768,1.9081628788433082e9
4,3362.3089882250183,1.1191680579716992e9
5,1827.0629654941663,2.119586413768553e9
6,1155.0145972950538,1.2138272553705102e8
7,1878.0277972461452,1.9047882260315351e9
8,344.5794997016696,1.0511212637981111e8
9,0.0,0.0
10,0.0,0.0
