Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1.0,43599.1801970005,269670.923459544,224887.01466926755,0.1991395939696136
2.0,28394.838808059692,267967.88121433667,266824.72206026525,0.00428430748562054
