Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1.0,81725.22607898712,251836.37983874575,246193.13863243777,0.022922008459111638
2.0,14628.216733932495,249305.89554837428,248879.3285156464,0.0017139512360146109
