Line,1,2,3,4,5,6,7,8,9,10
t1,1527.8838706802103,3999.424355264525,905.2554681234017,3207.92143864306,96.19779371132677,7354.744883931732,246.41295949852008,1904.978261568926,-2890.566366816652,0.0
t2,1516.217200034172,3999.424355264525,2391.5552829801877,4442.112604009033,2317.05092282304,6638.767779049993,1236.490284308861,1904.978261568926,-2890.566366816652,0.0
t3,1509.433455835444,3999.424355264525,1373.8642813684169,3497.7731358310552,847.8732980808932,6012.874163,699.085291244202,1904.978261568926,-2890.566366816652,0.0
t4,1504.550392939428,3999.424355264525,2057.993601408563,3105.980886200078,594.9214577459161,5673.808992,445.02803672698303,1904.978261568926,-2890.566366816652,0.0
t5,1539.375425608526,3999.424355264525,892.6741727485831,1748.1898580273319,-288.82931510866825,5643.770705000001,42.97169011756799,1904.978261568926,-2890.566366816652,0.0
t6,1662.6651992745365,3999.424355264525,273.53624202042886,981.3973295289942,-1591.9200294710047,6214.156582,469.9797038843698,1904.978261568926,-2890.566366816652,0.0
t7,1564.3930091306358,3999.424355264525,723.6999438290761,1238.7031250682674,-2700.0,6720.682181068268,0.0,1904.978261568926,-2890.566366816652,0.0
t8,1519.927328512323,3999.424355264525,2185.66683545739,3433.6525459751974,-601.1608705895148,6663.715485185668,1719.2955972359857,1904.978261568926,-2890.566366816652,0.0
t9,1512.5951450451273,3999.424355264525,2391.5552829801877,3589.3970906389795,2068.134103758884,5414.659133999999,1612.8708027522225,1904.978261568926,-2890.566366816652,0.0
t10,1561.1077172711616,3147.020261778413,2391.5552829801877,2324.495057128811,2700.0,5737.190668931732,1827.178333830754,1904.978261568926,-427.2723315966138,0.0
t11,1542.0565086085342,0.0,-772.5124812423268,-11.387361607170465,2700.0,4400.8524511787355,2185.996692877647,1419.3094912218903,1533.7980479889025,0.0
t12,1553.335710996655,-520.6882980131383,-1273.7508310567287,-44.174282966645166,2436.14786540407,4781.1861379317315,2185.996692877647,1058.6112626233287,969.3560869094164,0.0
t13,1563.885145839233,0.0,0.0,2617.794132920442,1966.1904636540767,4208.772404771749,2185.996692877647,1904.978261568926,1345.177114012378,0.0
t14,1541.6240082708293,0.0,850.3751429621142,4266.8874052554265,2700.0,4223.092885771751,2185.996692877647,1633.0771306766517,96.76814670383277,0.0
t15,1571.769161838472,74.15450509420484,0.0,3375.26127640079,2700.0,3839.896343895903,2185.996692877647,1307.2921965836415,0.0,0.0
t16,1580.9855876052047,-1483.5077301756542,-563.246430023436,1821.7506258001767,2700.0,5542.294755931732,2027.6941431152054,1216.9011608847143,-557.8398570943739,0.0
t17,1660.578371140258,-1079.519469803145,-154.90690962864556,2908.1483892440942,329.8502839703613,7113.623444144923,2185.996692877647,1268.5340524921473,-2890.566366816652,0.0
t18,1659.142129133293,-1540.6177214367572,-823.8075582826015,2246.3551401214554,-1227.5336104013315,8002.206724704948,2185.996692877647,353.54451812191513,-2890.566366816652,0.0
t19,1644.4415992454442,-831.4752884170413,0.0,2911.033317880024,-1710.2348343929243,8002.206724704948,2185.996692877647,866.3372200751721,-2890.566366816652,0.0
t20,1609.0922362013062,-861.876145335043,0.0,2914.9088215137667,-1607.0575425770198,8002.206724704948,2185.996692877647,1904.978261568926,-2890.566366816652,0.0
t21,1598.4459049258323,-94.17986276956718,0.0,2887.0959887221356,-1473.3757496287021,8002.206724704948,2185.996692877647,1151.2201906205773,-2890.566366816652,0.0
t22,1586.9973306156262,0.0,667.9189845852708,2891.3092566613113,-1884.1808386116359,8002.206724704948,2185.996692877647,997.6597380663387,-2890.566366816652,0.0
t23,1591.5265530103268,1335.582998324441,2175.745488374195,3766.938031538789,-1352.9719027341587,8002.206724704948,2185.996692877647,1859.6186198156672,-2890.566366816652,0.0
t24,1572.2748239647974,1781.0578751027929,2391.5552829801877,2949.345686491983,-1598.4861807809652,8002.206724704948,2185.996692877647,1241.4397771227823,-2890.566366816652,0.0
t25,1574.664525110365,2473.3825468620003,2391.5552829801877,2799.4818564040734,-2002.5048220956587,7903.572757931732,2185.996692877647,1271.302047289977,-2890.566366816652,0.0
t26,1554.6099610740162,3096.7926362729186,2391.5552829801877,2917.9882977452717,-1195.6380492728536,7191.892471450125,2185.996692877647,1525.4449804399437,-2890.566366816652,0.0
t27,1554.2151328150314,3349.5732908872938,2391.5552829801877,3285.9457641792455,-24.25618538875466,6619.750284000001,1899.0577538810298,1904.978261568926,-2890.566366816652,0.0
t28,1548.549330844684,3999.424355264525,2391.5552829801877,2664.9773216643007,-1105.359281480929,6168.1134010000005,1639.8246535874955,1793.9300698279749,-2890.566366816652,0.0
t29,1567.654638090758,3999.424355264525,2391.5552829801877,2348.0413754610613,-1897.1938371069384,6064.467067,1349.0330177823266,1364.4733819931298,-2890.566366816652,0.0
t30,1545.5993157004586,3999.424355264525,2391.5552829801877,2654.395552668375,-1569.7303081494636,6216.275132,367.66500327890367,305.741550142685,-2890.566366816652,0.0
t31,1542.6629239174954,3875.091477722873,2391.5552829801877,2329.460788318106,-2700.0,6383.079802068268,694.3833623085925,248.00421760529537,-2890.566366816652,0.0
t32,1545.7539492505464,3225.7864186540214,2391.5552829801877,2787.9624964736477,-2700.0,6343.803431743565,1841.888439263011,1110.2641111113332,-2890.566366816652,0.0
t33,1514.234051287934,2763.5500132346565,1757.4436615188663,1890.5920509840214,-2645.8871933664195,5459.940423553845,456.02469143000513,1243.1705332320807,-2890.566366816652,0.0
